state,county,state_name,geo_id,population,pop_density
HI,Maui,Hawaii,15009,167207,143.95409023
ID,Ada,Idaho,16001,469966,446.73232225
ID,Adams,Idaho,16003,4250,3.1185676561
ID,Bannock,Idaho,16005,87138,78.3273294
ID,Bear Lake,Idaho,16007,6050,6.2005001049
ID,Benewah,Idaho,16009,9226,11.874922779
ID,Bingham,Idaho,16011,46236,22.082458928
ID,Blaine,Idaho,16013,22601,8.5683261132
ID,Boise,Idaho,16015,7634,4.0188345213
ID,Bonner,Idaho,16017,44727,25.805849478
ID,Bonneville,Idaho,16019,116854,62.623318259
ID,Boundary,Idaho,16021,11948,9.4176452008
ID,Butte,Idaho,16023,2611,1.1674560255
ID,Camas,Idaho,16025,1127,1.0491193807
ID,Canyon,Idaho,16027,223499,380.71931864
ID,Caribou,Idaho,16029,7060,4.0018279352
ID,Cassia,Idaho,16031,23864,9.3014963307
ID,Clark,Idaho,16033,852,0.4832274056
ID,Clearwater,Idaho,16035,8758,3.5640549689
ID,Custer,Idaho,16037,4280,0.8695339893
ID,Elmore,Idaho,16039,27259,8.8644880876
ID,Franklin,Idaho,16041,13726,20.702273988
ID,Fremont,Idaho,16043,13168,7.0645306185
ID,Gem,Idaho,16045,17634,31.502246134
ID,Gooding,Idaho,16047,15196,20.835815865
ID,Idaho,Idaho,16049,16513,1.9478645565
ID,Jefferson,Idaho,16051,29439,26.917387465
ID,Jerome,Idaho,16053,24015,40.19438733
ID,Kootenai,Idaho,16055,161505,130.47962803
ID,Latah,Idaho,16057,40134,37.303861978
ID,Lemhi,Idaho,16059,7961,1.7444205376
ID,Lewis,Idaho,16061,3861,8.0635475669
ID,Lincoln,Idaho,16063,5360,4.461596501
ID,Madison,Idaho,16065,39304,83.756127885
ID,Minidoka,Idaho,16067,20825,27.510054185
ID,Nez Perce,Idaho,16069,40408,47.632942679
ID,Oneida,Idaho,16071,4488,3.7432715815
ID,Owyhee,Idaho,16073,11693,1.5248677378
ID,Payette,Idaho,16075,23551,57.880182569
ID,Power,Idaho,16077,7768,5.5334494575
ID,Shoshone,Idaho,16079,12796,4.8517023162
ID,Teton,Idaho,16081,11640,25.919030913
ID,Twin Falls,Idaho,16083,86081,44.793888497
ID,Valley,Idaho,16085,11041,3.0124555417
ID,Washington,Idaho,16087,10161,6.993827992
IL,Adams,Illinois,17001,65691,76.818914184
IL,Alexander,Illinois,17003,6060,25.730173457
IL,Bond,Illinois,17005,16630,43.724157294
IL,Boone,Illinois,17007,53577,190.82679706
IL,Brown,Illinois,17009,6556,21.447348086
IL,Bureau,Illinois,17011,32993,37.962968618
IL,Calhoun,Illinois,17013,4802,18.918568778
IL,Carroll,Illinois,17015,14312,32.158661449
IL,Cass,Illinois,17017,12260,32.627972676
IL,Champaign,Illinois,17019,209983,210.80333873
IL,Christian,Illinois,17021,32661,46.034343599
IL,Clark,Illinois,17023,15596,31.103108681
IL,Clay,Illinois,17025,13253,28.3019997
IL,Clinton,Illinois,17027,37639,79.406522494
IL,Coles,Illinois,17029,50885,100.11061526
IL,Cook,Illinois,17031,5180493,5482.3791333
IL,Crawford,Illinois,17033,18807,42.395006748
IL,Cumberland,Illinois,17035,10808,31.244203529
IL,DeKalb,Illinois,17037,104143,164.95438333
IL,De Witt,Illinois,17039,15769,39.665258788
IL,Douglas,Illinois,17041,19479,46.749820314
IL,DuPage,Illinois,17043,928589,2833.4235729
IL,Edgar,Illinois,17045,17360,27.847975105
IL,Edwards,Illinois,17047,6392,28.738579549
IL,Effingham,Illinois,17049,34208,71.451959261
IL,Fayette,Illinois,17051,21416,29.889909731
IL,Ford,Illinois,17053,13264,27.314837057
IL,Franklin,Illinois,17055,38701,94.641920134
IL,Fulton,Illinois,17057,34844,40.249428208
IL,Gallatin,Illinois,17059,5058,15.65992834
IL,Greene,Illinois,17061,13044,24.021213472
IL,Grundy,Illinois,17063,50972,121.91691262
IL,Hamilton,Illinois,17065,8163,18.7813245
IL,Hancock,Illinois,17067,17844,22.481515074
IL,Hardin,Illinois,17069,3910,22.031620431
IL,Henderson,Illinois,17071,6709,17.711706446
IL,Henry,Illinois,17073,49090,59.647671783
IL,Iroquois,Illinois,17075,27604,24.703647459
IL,Jackson,Illinois,17077,57419,98.308103055
IL,Jasper,Illinois,17079,9611,19.431324136
IL,Jefferson,Illinois,17081,37820,66.210686996
IL,Jersey,Illinois,17083,21847,59.160169001
IL,Jo Daviess,Illinois,17085,21366,35.556314567
IL,Johnson,Illinois,17087,12456,36.217156675
IL,Kane,Illinois,17089,534216,1028.6060487
IL,Kankakee,Illinois,17091,110024,162.63764334
IL,Kendall,Illinois,17093,127915,399.41059069
IL,Knox,Illinois,17095,50112,69.945908011
IL,Lake,Illinois,17097,700832,1578.6585506
IL,LaSalle,Illinois,17099,109430,96.398357938
IL,Lawrence,Illinois,17101,15765,42.358750189
IL,Lee,Illinois,17103,34223,47.214327473
IL,Livingston,Illinois,17105,35761,34.266082198
IL,Logan,Illinois,17107,28925,46.798858946
IL,McDonough,Illinois,17109,29955,50.82221616
IL,McHenry,Illinois,17111,308570,511.37894382
IL,McLean,Illinois,17113,172828,146.06419548
IL,Macon,Illinois,17115,104712,180.35890904
IL,Macoupin,Illinois,17117,45313,52.511250512
IL,Madison,Illinois,17119,264461,369.33346345
IL,Marion,Illinois,17121,37620,65.717417091
IL,Marshall,Illinois,17123,11534,29.817257811
IL,Mason,Illinois,17125,13565,25.152704983
IL,Massac,Illinois,17127,14080,59.354741413
IL,Menard,Illinois,17129,12288,39.079072811
IL,Mercer,Illinois,17131,15601,27.799427286
IL,Monroe,Illinois,17133,34335,89.113618043
IL,Montgomery,Illinois,17135,28601,40.64651772
IL,Morgan,Illinois,17137,33976,59.732971225
IL,Moultrie,Illinois,17139,14717,43.806241691
IL,Ogle,Illinois,17141,50923,67.128381709
IL,Peoria,Illinois,17143,180621,291.94960348
IL,Perry,Illinois,17145,21174,47.930801838
IL,Piatt,Illinois,17147,16396,37.3355559
IL,Pike,Illinois,17149,15611,18.776680446
IL,Pope,Illinois,17151,4212,11.421755905
IL,Pulaski,Illinois,17153,5463,27.426726677
IL,Putnam,Illinois,17155,5740,35.852413048
IL,Randolph,Illinois,17157,32106,55.8058947
IL,Richland,Illinois,17159,15763,43.779449927
IL,Rock Island,Illinois,17161,143477,335.69746481
IL,St. Clair,Illinois,17163,261059,396.90992327
IL,Saline,Illinois,17165,23906,62.929083064
IL,Sangamon,Illinois,17167,195348,224.97846453
IL,Schuyler,Illinois,17169,6907,15.795903816
IL,Scott,Illinois,17171,4926,19.632315943
IL,Shelby,Illinois,17173,21741,28.662608462
IL,Stark,Illinois,17175,5427,18.842032885
IL,Stephenson,Illinois,17177,44753,79.269713769
IL,Tazewell,Illinois,17179,132328,204.70876585
IL,Union,Illinois,17181,16841,40.731884338
IL,Vermilion,Illinois,17183,76806,85.502455014
IL,Wabash,Illinois,17185,11549,51.726826921
IL,Warren,Illinois,17187,17032,31.402555743
IL,Washington,Illinois,17189,13995,24.876731103
IL,Wayne,Illinois,17191,16332,22.877699676
IL,White,Illinois,17193,13665,27.617957203
IL,Whiteside,Illinois,17195,55626,81.296707896
IL,Will,Illinois,17197,692310,828.23765369
IL,Williamson,Illinois,17199,67056,159.58846287
IL,Winnebago,Illinois,17201,284081,553.52649088
IL,Woodford,Illinois,17203,38463,72.876836812
IN,Adams,Indiana,18001,35636,105.11214021
IN,Allen,Indiana,18003,375351,571.03214082
IN,Bartholomew,Indiana,18005,82753,203.36755486
IN,Benton,Indiana,18007,8653,21.290913819
IN,Blackford,Indiana,18009,11930,72.267276141
IN,Boone,Indiana,18011,66999,158.42304178
IN,Brown,Indiana,18013,15234,48.828880761
IN,Carroll,Indiana,18015,20127,54.072338585
IN,Cass,Indiana,18017,37955,92.08911518
IN,Clark,Indiana,18019,117360,314.76825469
IN,Clay,Indiana,18021,26170,73.180587127
IN,Clinton,Indiana,18023,32250,79.616417091
IN,Crawford,Indiana,18025,10558,34.546925309
IN,Daviess,Indiana,18027,33147,77.177550808
IN,Dearborn,Indiana,18029,49568,162.47661139
IN,Decatur,Indiana,18031,26794,71.917114532
IN,DeKalb,Indiana,18033,43226,119.13484501
IN,Delaware,Indiana,18035,114772,292.70878533
IN,Dubois,Indiana,18037,42565,99.621177565
IN,Elkhart,Indiana,18039,205560,443.81142732
IN,Fayette,Indiana,18041,23047,107.18492865
IN,Floyd,Indiana,18043,77781,525.67209357
IN,Fountain,Indiana,18045,16351,41.325297252
IN,Franklin,Indiana,18047,22736,59.142002953
IN,Fulton,Indiana,18049,20092,54.538843844
IN,Gibson,Indiana,18051,33452,68.630312189
IN,Grant,Indiana,18053,65936,159.23477738
IN,Greene,Indiana,18055,32006,59.000786319
IN,Hamilton,Indiana,18057,330086,837.08286354
IN,Hancock,Indiana,18059,76351,249.54966506
IN,Harrison,Indiana,18061,40350,83.279062722
IN,Hendricks,Indiana,18063,167009,410.44889594
IN,Henry,Indiana,18065,48271,123.17908961
IN,Howard,Indiana,18067,82366,281.1124524
IN,Huntington,Indiana,18069,36240,94.708135525
IN,Jackson,Indiana,18071,44111,86.496524863
IN,Jasper,Indiana,18073,33370,59.629251929
IN,Jay,Indiana,18075,20764,54.08625633
IN,Jefferson,Indiana,18077,32208,89.309744389
IN,Jennings,Indiana,18079,27611,73.318402382
IN,Johnson,Indiana,18081,156225,487.52681429
IN,Knox,Indiana,18083,36895,71.497797808
IN,Kosciusko,Indiana,18085,79344,149.30122111
IN,LaGrange,Indiana,18087,39330,103.60096436
IN,Lake,Indiana,18089,484411,971.1109927
IN,LaPorte,Indiana,18091,110007,183.87609697
IN,Lawrence,Indiana,18093,45668,101.67002874
IN,Madison,Indiana,18095,129641,286.86660077
IN,Marion,Indiana,18097,954670,2408.0840941
IN,Marshall,Indiana,18099,46248,104.2514312
IN,Martin,Indiana,18101,10217,30.429426575
IN,Miami,Indiana,18103,35567,95.139058575
IN,Monroe,Indiana,18105,146917,372.39252153
IN,Montgomery,Indiana,18107,38346,75.985755252
IN,Morgan,Indiana,18109,70116,173.62456435
IN,Newton,Indiana,18111,14011,34.874515061
IN,Noble,Indiana,18113,47532,115.69459788
IN,Ohio,Indiana,18115,5844,67.835366759
IN,Orange,Indiana,18117,19489,48.920862219
IN,Owen,Indiana,18119,20845,54.101284821
IN,Parke,Indiana,18121,16927,38.062763089
IN,Perry,Indiana,18123,19102,50.039424546
IN,Pike,Indiana,18125,12410,37.1226483
IN,Porter,Indiana,18127,169594,405.66041875
IN,Posey,Indiana,18129,25540,62.388314922
IN,Pulaski,Indiana,18131,12469,28.752578758
IN,Putnam,Indiana,18133,37779,78.61824345
IN,Randolph,Indiana,18135,24851,54.934001823
IN,Ripley,Indiana,18137,28523,63.891953658
IN,Rush,Indiana,18139,16663,40.828310763
IN,St. Joseph,Indiana,18141,270771,591.35058602
IN,Scott,Indiana,18143,23878,125.41161452
IN,Shelby,Indiana,18145,44593,108.46394072
IN,Spencer,Indiana,18147,20327,51.231481913
IN,Starke,Indiana,18149,22935,74.18867535
IN,Steuben,Indiana,18151,34586,112.00955716
IN,Sullivan,Indiana,18153,20690,46.268520024
IN,Switzerland,Indiana,18155,10717,48.567678307
IN,Tippecanoe,Indiana,18157,193048,386.94176539
IN,Tipton,Indiana,18159,15128,58.063837989
IN,Union,Indiana,18161,7037,43.656504467
IN,Vanderburgh,Indiana,18163,180974,774.48097802
IN,Vermillion,Indiana,18165,15479,60.261401048
IN,Vigo,Indiana,18167,107386,266.10305602
IN,Wabash,Indiana,18169,31280,75.823999043
IN,Warren,Indiana,18171,8263,22.657570309
IN,Warrick,Indiana,18173,62567,162.59006421
IN,Washington,Indiana,18175,27943,54.396529916
IN,Wayne,Indiana,18177,65936,164.12425966
IN,Wells,Indiana,18179,28206,76.628593783
IN,White,Indiana,18181,24133,47.776099284
IN,Whitley,Indiana,18183,34074,101.53712138
IA,Adair,Iowa,19001,7063,12.407103378
IA,Adams,Iowa,19003,3645,8.6082105115
IA,Allamakee,Iowa,19005,13832,21.644840422
IA,Appanoose,Iowa,19007,12437,25.009479372
IA,Audubon,Iowa,19009,5506,12.429978653
IA,Benton,Iowa,19011,25642,35.807734655
IA,Black Hawk,Iowa,19013,132408,233.99015657
IA,Boone,Iowa,19015,26346,46.095039488
IA,Bremer,Iowa,19017,24947,57.286334672
IA,Buchanan,Iowa,19019,21199,37.121003546
IA,Buena Vista,Iowa,19021,19874,34.569542449
IA,Butler,Iowa,19023,14539,25.061220102
IA,Calhoun,Iowa,19025,9699,17.020384376
IA,Carroll,Iowa,19027,20154,35.392850511
IA,Cass,Iowa,19029,12930,22.915033723
IA,Cedar,Iowa,19031,18627,32.145353326
IA,Cerro Gordo,Iowa,19033,42647,75.04310361
IA,Cherokee,Iowa,19035,11321,19.623627119
IA,Chickasaw,Iowa,19037,11964,23.722329346
IA,Clarke,Iowa,19039,9423,21.854664298
IA,Clay,Iowa,19041,16134,28.443090327
IA,Clayton,Iowa,19043,17556,22.551167828
IA,Clinton,Iowa,19045,46518,66.940667932
IA,Crawford,Iowa,19047,17158,24.024427503
IA,Dallas,Iowa,19049,90180,153.28398588
IA,Davis,Iowa,19051,9017,17.955413008
IA,Decatur,Iowa,19053,7890,14.834125186
IA,Delaware,Iowa,19055,17069,29.547402331
IA,Des Moines,Iowa,19057,39138,94.052456475
IA,Dickinson,Iowa,19059,17153,45.077786815
IA,Dubuque,Iowa,19061,96854,159.22095319
IA,Emmet,Iowa,19063,9253,23.373152332
IA,Fayette,Iowa,19065,19660,26.900920559
IA,Floyd,Iowa,19067,15761,31.482201354
IA,Franklin,Iowa,19069,10124,17.39601912
IA,Fremont,Iowa,19071,6993,13.680467113
IA,Greene,Iowa,19073,8981,15.766713101
IA,Grundy,Iowa,19075,12304,24.517053899
IA,Guthrie,Iowa,19077,10720,18.150416823
IA,Hamilton,Iowa,19079,14952,25.924424806
IA,Hancock,Iowa,19081,10712,18.759919086
IA,Hardin,Iowa,19083,16868,29.628868917
IA,Harrison,Iowa,19085,14134,20.282907122
IA,Henry,Iowa,19087,20067,46.206706544
IA,Howard,Iowa,19089,9187,19.412714892
IA,Humboldt,Iowa,19091,9547,21.978925357
IA,Ida,Iowa,19093,6841,15.853713868
IA,Iowa,Iowa,19095,16141,27.522993273
IA,Jackson,Iowa,19097,19432,30.551796442
IA,Jasper,Iowa,19099,37147,50.857529249
IA,Jefferson,Iowa,19101,18381,42.204412855
IA,Johnson,Iowa,19103,151260,246.75718673
IA,Jones,Iowa,19105,20744,36.037445715
IA,Keokuk,Iowa,19107,10225,17.654419413
IA,Kossuth,Iowa,19109,14908,15.325921508
IA,Lee,Iowa,19111,34055,65.800393064
IA,Linn,Iowa,19113,225909,315.03612899
IA,Louisa,Iowa,19115,11169,27.799366483
IA,Lucas,Iowa,19117,8645,20.076478633
IA,Lyon,Iowa,19119,11811,20.098689109
IA,Madison,Iowa,19121,16249,28.964031645
IA,Mahaska,Iowa,19123,22000,38.538155238
IA,Marion,Iowa,19125,33407,60.248230349
IA,Marshall,Iowa,19127,39981,69.835434138
IA,Mills,Iowa,19129,15063,34.434862802
IA,Mitchell,Iowa,19131,10569,22.528788792
IA,Monona,Iowa,19133,8679,12.504468261
IA,Monroe,Iowa,19135,7790,17.961037461
IA,Montgomery,Iowa,19137,10003,23.586593644
IA,Muscatine,Iowa,19139,42929,98.135777563
IA,O'Brien,Iowa,19141,13840,24.152096081
IA,Osceola,Iowa,19143,6040,15.149739736
IA,Page,Iowa,19145,15249,28.505808151
IA,Palo Alto,Iowa,19147,8929,15.83548007
IA,Plymouth,Iowa,19149,25095,29.084578064
IA,Pocahontas,Iowa,19151,6740,11.676233246
IA,Polk,Iowa,19153,487204,851.43770245
IA,Pottawattamie,Iowa,19155,93533,98.402010416
IA,Poweshiek,Iowa,19157,18699,31.968276362
IA,Ringgold,Iowa,19159,4968,9.277352477
IA,Sac,Iowa,19161,9719,16.90196067
IA,Scott,Iowa,19163,173283,378.27593227
IA,Shelby,Iowa,19165,11578,19.59785268
IA,Sioux,Iowa,19167,34909,45.459587499
IA,Story,Iowa,19169,98105,171.30150257
IA,Tama,Iowa,19171,16904,23.444848626
IA,Taylor,Iowa,19173,6191,11.639369896
IA,Union,Iowa,19175,12359,29.173001389
IA,Van Buren,Iowa,19177,7020,14.479965965
IA,Wapello,Iowa,19179,35205,81.523776262
IA,Warren,Iowa,19181,51056,89.597422877
IA,Washington,Iowa,19183,22141,38.924994579
IA,Wayne,Iowa,19185,6401,12.181002853
IA,Webster,Iowa,19187,36277,50.686820634
IA,Winnebago,Iowa,19189,10518,26.262887438
IA,Winneshiek,Iowa,19191,20029,29.034442419
IA,Woodbury,Iowa,19193,102539,117.46985073
IA,Worth,Iowa,19195,7453,18.626751517
IA,Wright,Iowa,19197,12690,21.863648713
KS,Allen,Kansas,20001,12444,24.873214563
KS,Anderson,Kansas,20003,7878,13.591041359
KS,Atchison,Kansas,20005,16193,37.555567914
KS,Barber,Kansas,20007,4472,3.9433116077
KS,Barton,Kansas,20009,26111,29.165919887
KS,Bourbon,Kansas,20011,14653,23.058492571
KS,Brown,Kansas,20013,9598,16.812893429
KS,Butler,Kansas,20015,66765,46.69973096
KS,Chase,Kansas,20017,2629,3.4007951835
KS,Chautauqua,Kansas,20019,3309,5.1793682687
KS,Cherokee,Kansas,20021,20015,34.06421046
KS,Cheyenne,Kansas,20023,2660,2.608125334
KS,Clark,Kansas,20025,2005,2.0571743851
KS,Clay,Kansas,20027,7997,12.392722969
KS,Cloud,Kansas,20029,8729,12.202558457
KS,Coffey,Kansas,20031,8233,13.133196004
KS,Comanche,Kansas,20033,1748,2.2174368921
KS,Cowley,Kansas,20035,35218,31.284363642
KS,Crawford,Kansas,20037,39019,66.159647087
KS,Decatur,Kansas,20039,2871,3.2131439572
KS,Dickinson,Kansas,20041,18717,22.096236353
KS,Doniphan,Kansas,20043,7682,19.523282003
KS,Douglas,Kansas,20045,121436,266.44962845
KS,Edwards,Kansas,20047,2849,4.5811630137
KS,Elk,Kansas,20049,2508,3.8928124738
KS,Ellis,Kansas,20051,28710,31.903105483
KS,Ellsworth,Kansas,20053,6196,8.6587690502
KS,Finney,Kansas,20055,36611,28.119102045
KS,Ford,Kansas,20057,33888,30.855777411
KS,Franklin,Kansas,20059,25631,44.828130341
KS,Geary,Kansas,20061,32594,84.7339341
KS,Gove,Kansas,20063,2612,2.4373266763
KS,Graham,Kansas,20065,2492,2.7734284173
KS,Grant,Kansas,20067,7336,12.762521159
KS,Gray,Kansas,20069,6033,6.9435220132
KS,Greeley,Kansas,20071,1227,1.5763015882
KS,Greenwood,Kansas,20073,6055,5.2960542559
KS,Hamilton,Kansas,20075,2607,2.6161207807
KS,Harper,Kansas,20077,5506,6.871556018
KS,Harvey,Kansas,20079,34210,63.380507624
KS,Haskell,Kansas,20081,3997,6.9209714379
KS,Hodgeman,Kansas,20083,1818,2.113972973
KS,Jackson,Kansas,20085,13280,20.237134383
KS,Jefferson,Kansas,20087,18975,35.628850805
KS,Jewell,Kansas,20089,2841,3.1220780497
KS,Johnson,Kansas,20091,597555,1261.6992289
KS,Kearny,Kansas,20093,3943,4.529355479
KS,Kingman,Kansas,20095,7310,8.4668892805
KS,Kiowa,Kansas,20097,2516,3.4816804231
KS,Labette,Kansas,20099,19964,30.93308415
KS,Lane,Kansas,20101,1560,2.1744923731
KS,Leavenworth,Kansas,20103,81352,175.5526729
KS,Lincoln,Kansas,20105,3023,4.2021369114
KS,Linn,Kansas,20107,9750,16.411903022
KS,Logan,Kansas,20109,2844,2.6505291797
KS,Lyon,Kansas,20111,33406,39.417635398
KS,McPherson,Kansas,20113,28537,31.768371955
KS,Marion,Kansas,20115,11950,12.654891853
KS,Marshall,Kansas,20117,9722,10.800124797
KS,Meade,Kansas,20119,4146,4.2389054609
KS,Miami,Kansas,20121,33680,58.484532516
KS,Mitchell,Kansas,20123,6150,8.763279929
KS,Montgomery,Kansas,20125,32120,49.907259683
KS,Morris,Kansas,20127,5521,7.9399697086
KS,Morton,Kansas,20129,2667,3.6547717275
KS,Nemaha,Kansas,20131,10155,14.154745515
KS,Neosho,Kansas,20133,15951,27.912024003
KS,Ness,Kansas,20135,2840,2.6425009703
KS,Norton,Kansas,20137,5430,6.1842022628
KS,Osage,Kansas,20139,15941,22.595114475
KS,Osborne,Kansas,20141,3475,3.8934889658
KS,Ottawa,Kansas,20143,5802,8.0501665035
KS,Pawnee,Kansas,20145,6562,8.6998852941
KS,Phillips,Kansas,20147,5317,6.0020015563
KS,Pottawatomie,Kansas,20149,24277,28.874195474
KS,Pratt,Kansas,20151,9378,12.758515012
KS,Rawlins,Kansas,20153,2508,2.3452042971
KS,Reno,Kansas,20155,62342,49.654251012
KS,Republic,Kansas,20157,4664,6.5014607308
KS,Rice,Kansas,20159,9531,13.123879633
KS,Riley,Kansas,20161,73703,120.88001849
KS,Rooks,Kansas,20163,5013,5.6292511104
KS,Rush,Kansas,20165,3093,4.3092218713
KS,Russell,Kansas,20167,6907,7.7934237253
KS,Saline,Kansas,20169,54401,75.531558222
KS,Scott,Kansas,20171,4897,6.8242775516
KS,Sedgwick,Kansas,20173,513607,514.90291784
KS,Seward,Kansas,20175,21780,34.049716182
KS,Shawnee,Kansas,20177,177499,326.27732528
KS,Sheridan,Kansas,20179,2533,2.8271440842
KS,Sherman,Kansas,20181,5899,5.5858353725
KS,Smith,Kansas,20183,3603,4.0236110183
KS,Stafford,Kansas,20185,4178,5.2749458421
KS,Stanton,Kansas,20187,1987,2.9205472194
KS,Stevens,Kansas,20189,5559,7.6437547843
KS,Sumner,Kansas,20191,22996,19.461112438
KS,Thomas,Kansas,20193,7711,7.1751157475
KS,Trego,Kansas,20195,2793,3.140057557
KS,Wabaunsee,Kansas,20197,6899,8.685240847
KS,Wallace,Kansas,20199,1503,1.6450460781
KS,Washington,Kansas,20201,5420,6.0574890296
KS,Wichita,Kansas,20203,2105,2.9294442054
KS,Wilson,Kansas,20205,8665,15.19054784
KS,Woodson,Kansas,20207,3183,6.3938946128
KS,Wyandotte,Kansas,20209,165324,1090.2422861
KY,Adair,Kentucky,21001,19215,47.410731437
KY,Allen,Kentucky,21003,21122,61.340423263
KY,Anderson,Kentucky,21005,22663,112.12565044
KY,Ballard,Kentucky,21007,7979,32.320800358
KY,Barren,Kentucky,21009,44176,90.601808363
KY,Bath,Kentucky,21011,12383,44.415795819
KY,Bell,Kentucky,21013,26569,73.995567838
KY,Boone,Kentucky,21015,131533,534.0697434
KY,Bourbon,Kentucky,21017,20184,69.660949579
KY,Boyd,Kentucky,21019,47240,295.49527576
KY,Boyle,Kentucky,21021,30100,166.8978582
KY,Bracken,Kentucky,21023,8239,40.642950677
KY,Breathitt,Kentucky,21025,12726,25.84397809
KY,Breckinridge,Kentucky,21027,20388,35.780607262
KY,Bullitt,Kentucky,21029,81069,272.9310882
KY,Butler,Kentucky,21031,12772,29.974779639
KY,Caldwell,Kentucky,21033,12715,36.877516863
KY,Calloway,Kentucky,21035,39135,101.64139126
KY,Campbell,Kentucky,21037,93152,615.51861518
KY,Carlisle,Kentucky,21039,4771,25.184759057
KY,Carroll,Kentucky,21041,10737,83.51065082
KY,Carter,Kentucky,21043,27004,65.944637267
KY,Casey,Kentucky,21045,15888,35.764573004
KY,Christian,Kentucky,21047,71671,99.888580531
KY,Clark,Kentucky,21049,36249,143.56833501
KY,Clay,Kentucky,21051,20105,42.840718035
KY,Clinton,Kentucky,21053,10206,51.741439702
KY,Crittenden,Kentucky,21055,8915,24.766419145
KY,Cumberland,Kentucky,21057,6659,21.818787166
KY,Daviess,Kentucky,21059,101104,220.56267952
KY,Edmonson,Kentucky,21061,12274,40.523642207
KY,Elliott,Kentucky,21063,7508,32.041836976
KY,Estill,Kentucky,21065,14198,56.097776618
KY,Fayette,Kentucky,21067,323780,1141.5301558
KY,Fleming,Kentucky,21069,14432,41.406428038
KY,Floyd,Kentucky,21071,35845,91.142676769
KY,Franklin,Kentucky,21073,50815,244.48979955
KY,Fulton,Kentucky,21075,6120,29.718661528
KY,Gallatin,Kentucky,21077,8832,89.810346495
KY,Garrard,Kentucky,21079,17560,76.31511062
KY,Grant,Kentucky,21081,25121,97.376144659
KY,Graves,Kentucky,21083,37317,67.633080579
KY,Grayson,Kentucky,21085,26321,52.649604305
KY,Green,Kentucky,21087,11049,38.62624692
KY,Greenup,Kentucky,21089,35268,102.38565497
KY,Hancock,Kentucky,21091,8758,46.666153212
KY,Hardin,Kentucky,21093,110356,177.02592963
KY,Harlan,Kentucky,21095,26409,56.692262215
KY,Harrison,Kentucky,21097,18778,61.283523277
KY,Hart,Kentucky,21099,18906,45.825865296
KY,Henderson,Kentucky,21101,45591,104.44858124
KY,Henry,Kentucky,21103,16106,56.256685159
KY,Hickman,Kentucky,21105,4421,18.247898641
KY,Hopkins,Kentucky,21107,45068,83.141192966
KY,Jackson,Kentucky,21109,13442,38.940288659
KY,Jefferson,Kentucky,21111,770517,2024.0256
KY,Jessamine,Kentucky,21113,53920,313.18782906
KY,Johnson,Kentucky,21115,22386,85.454306729
KY,Kenton,Kentucky,21117,166051,1035.9991755
KY,Knott,Kentucky,21119,15126,43.030496963
KY,Knox,Kentucky,21121,31304,81.034592078
KY,Larue,Kentucky,21123,14307,54.700236464
KY,Laurel,Kentucky,21125,60669,139.79438774
KY,Lawrence,Kentucky,21127,15571,37.466703809
KY,Lee,Kentucky,21129,7033,33.6734493
KY,Leslie,Kentucky,21131,10143,25.303500785
KY,Letcher,Kentucky,21133,21899,64.803293143
KY,Lewis,Kentucky,21135,13257,27.456325185
KY,Lincoln,Kentucky,21137,24644,74.040854397
KY,Livingston,Kentucky,21139,9242,29.515034711
KY,Logan,Kentucky,21141,26989,48.874292477
KY,Lyon,Kentucky,21143,8009,37.452858652
KY,McCracken,Kentucky,21145,65346,262.70362913
KY,McCreary,Kentucky,21147,17408,40.786890519
KY,McLean,Kentucky,21149,9252,36.637871194
KY,Madison,Kentucky,21151,92368,211.19956642
KY,Magoffin,Kentucky,21153,12362,40.078565919
KY,Marion,Kentucky,21155,19404,56.565200239
KY,Marshall,Kentucky,21157,31191,103.53292089
KY,Martin,Kentucky,21159,11323,49.312258661
KY,Mason,Kentucky,21161,17150,71.420767398
KY,Meade,Kentucky,21163,28715,94.016678848
KY,Menifee,Kentucky,21165,6451,31.686981493
KY,Mercer,Kentucky,21167,21774,87.424248723
KY,Metcalfe,Kentucky,21169,10030,34.628357562
KY,Monroe,Kentucky,21171,10718,32.534944092
KY,Montgomery,Kentucky,21173,28203,142.90898151
KY,Morgan,Kentucky,21175,13345,35.014580213
KY,Muhlenberg,Kentucky,21177,30774,65.846745748
KY,Nelson,Kentucky,21179,45851,109.81920283
KY,Nicholas,Kentucky,21181,7166,36.718347107
KY,Ohio,Kentucky,21183,24087,41.014190449
KY,Oldham,Kentucky,21185,66470,355.00028987
KY,Owen,Kentucky,21187,10880,30.987623424
KY,Owsley,Kentucky,21189,4472,22.653656955
KY,Pendleton,Kentucky,21191,14529,52.421324432
KY,Perry,Kentucky,21193,26092,76.809917828
KY,Pike,Kentucky,21195,58402,74.233833406
KY,Powell,Kentucky,21197,12442,69.515773536
KY,Pulaski,Kentucky,21199,64623,98.150018578
KY,Robertson,Kentucky,21201,2135,21.366815267
KY,Rockcastle,Kentucky,21203,16750,52.914673304
KY,Rowan,Kentucky,21205,24583,87.848116986
KY,Russell,Kentucky,21207,17821,70.246464032
KY,Scott,Kentucky,21209,56031,198.85714724
KY,Shelby,Kentucky,21211,48518,127.75965597
KY,Simpson,Kentucky,21213,18529,79.114316617
KY,Spencer,Kentucky,21215,18794,100.65242347
KY,Taylor,Kentucky,21217,25549,95.916040226
