"GEO_ID","id",
"DP02_0063E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree",
"DP02_0063M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree",
"DP02_0063PE","Percent Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree",
"DP02_0063PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree",
"DP02_0064E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree",
"DP02_0064M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree",
"DP02_0064PE","Percent Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree",
"DP02_0064PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree",
"DP02_0065E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree",
"DP02_0065M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree",
"DP02_0065PE","Percent Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree",
"DP02_0065PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree",
"DP02_0066E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher",
"DP02_0066M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher",
"DP02_0066PE","Percent Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher",
"DP02_0066PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher",
"DP02_0067E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher",
"DP02_0067M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher",
"DP02_0067PE","Percent Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher",
"DP02_0067PM","Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher",
"DP02_0068E","Estimate!!VETERAN STATUS!!Civilian population 18 years and over",
"DP02_0068M","Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over",
"DP02_0068PE","Percent Estimate!!VETERAN STATUS!!Civilian population 18 years and over",
"DP02_0068PM","Percent Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over",
"DP02_0069E","Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans",
"DP02_0069M","Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans",
"DP02_0069PE","Percent Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans",
"DP02_0069PM","Percent Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans",
"DP02_0070E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population",
"DP02_0070M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population",
"DP02_0070PE","Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population",
"DP02_0070PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population",
"DP02_0071E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability",
"DP02_0071M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability",
"DP02_0071PE","Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability",
"DP02_0071PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability",
"DP02_0072E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years",
"DP02_0072M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years",
"DP02_0072PE","Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years",
"DP02_0072PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years",
"DP02_0073E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability",
"DP02_0073M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability",
"DP02_0073PE","Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability",
"DP02_0073PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability",
"DP02_0074E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years",
"DP02_0074M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years",
"DP02_0074PE","Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years",
"DP02_0074PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years",
"DP02_0075E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability",
"DP02_0075M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability",
"DP02_0075PE","Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability",
"DP02_0075PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability",
"DP02_0076E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over",
"DP02_0076M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over",
"DP02_0076PE","Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over",
"DP02_0076PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over",
"DP02_0077E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability",
"DP02_0077M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability",
"DP02_0077PE","Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability",
"DP02_0077PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability",
"DP02_0078E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over",
"DP02_0078M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over",
"DP02_0078PE","Percent Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over",
"DP02_0078PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over",
"DP02_0079E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house",
"DP02_0079M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house",
"DP02_0079PE","Percent Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house",
"DP02_0079PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house",
"DP02_0080E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.",
"DP02_0080M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.",
"DP02_0080PE","Percent Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.",
"DP02_0080PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.",
"DP02_0081E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county",
"DP02_0081M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county",
"DP02_0081PE","Percent Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county",
"DP02_0081PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county",
"DP02_0082E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county",
"DP02_0082M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county",
"DP02_0082PE","Percent Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county",
"DP02_0082PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county",
"DP02_0083E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state",
"DP02_0083M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state",
"DP02_0083PE","Percent Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state",
"DP02_0083PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state",
"DP02_0084E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state",
"DP02_0084M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state",
"DP02_0084PE","Percent Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state",
"DP02_0084PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state",
"DP02_0085E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad",
"DP02_0085M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad",
"DP02_0085PE","Percent Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad",
"DP02_0085PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad",
"DP02_0086E","Estimate!!PLACE OF BIRTH!!Total population",
"DP02_0086M","Margin of Error!!PLACE OF BIRTH!!Total population",
"DP02_0086PE","Percent Estimate!!PLACE OF BIRTH!!Total population",
"DP02_0086PM","Percent Margin of Error!!PLACE OF BIRTH!!Total population",
"DP02_0087E","Estimate!!PLACE OF BIRTH!!Total population!!Native",
"DP02_0087M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native",
"DP02_0087PE","Percent Estimate!!PLACE OF BIRTH!!Total population!!Native",
"DP02_0087PM","Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native",
"DP02_0088E","Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States",
"DP02_0088M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States",
"DP02_0088PE","Percent Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States",
"DP02_0088PM","Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States",
"DP02_0089E","Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence",
"DP02_0089M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence",
"DP02_0089PE","Percent Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence",
"DP02_0089PM","Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence",
"DP02_0090E","Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state",
"DP02_0090M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state",
"DP02_0090PE","Percent Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state",
"DP02_0090PM","Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state",
"DP02_0091E","Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",
"DP02_0091M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",
"DP02_0091PE","Percent Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",
"DP02_0091PM","Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",
"DP02_0092E","Estimate!!PLACE OF BIRTH!!Total population!!Foreign born",
"DP02_0092M","Margin of Error!!PLACE OF BIRTH!!Total population!!Foreign born",
"DP02_0092PE","Percent Estimate!!PLACE OF BIRTH!!Total population!!Foreign born",
"DP02_0092PM","Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Foreign born",
"DP02_0093E","Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population",
"DP02_0093M","Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population",
"DP02_0093PE","Percent Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population",
"DP02_0093PM","Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population",
"DP02_0094E","Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen",
"DP02_0094M","Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen",
"DP02_0094PE","Percent Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen",
"DP02_0094PM","Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen",
"DP02_0095E","Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen",
"DP02_0095M","Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen",
"DP02_0095PE","Percent Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen",
"DP02_0095PM","Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen",
"DP02_0096E","Estimate!!YEAR OF ENTRY!!Population born outside the United States",
"DP02_0096M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States",
"DP02_0096PE","Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States",
"DP02_0096PM","Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States",
"DP02_0097E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native",
"DP02_0097M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native",
"DP02_0097PE","Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native",
"DP02_0097PM","Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native",
"DP02_0098E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later",
"DP02_0098M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later",
"DP02_0098PE","Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later",
"DP02_0098PM","Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later",
"DP02_0099E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010",
"DP02_0099M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010",
"DP02_0099PE","Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010",
"DP02_0099PM","Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010",
"DP02_0100E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born",
"DP02_0100M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born",
"DP02_0100PE","Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born",
"DP02_0100PM","Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born",
"DP02_0101E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later",
"DP02_0101M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later",
"DP02_0101PE","Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later",
"DP02_0101PM","Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later",
"DP02_0102E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010",
"DP02_0102M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010",
"DP02_0102PE","Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010",
"DP02_0102PM","Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010",
"DP02_0103E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",
"DP02_0103M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",
"DP02_0103PE","Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",
"DP02_0103PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",
"DP02_0104E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe",
"DP02_0104M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe",
"DP02_0104PE","Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe",
"DP02_0104PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe",
"DP02_0105E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia",
"DP02_0105M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia",
"DP02_0105PE","Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia",
"DP02_0105PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia",
"DP02_0106E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa",
"DP02_0106M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa",
"DP02_0106PE","Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa",
"DP02_0106PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa",
"DP02_0107E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania",
"DP02_0107M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania",
"DP02_0107PE","Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania",
"DP02_0107PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania",
"DP02_0108E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America",
"DP02_0108M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America",
"DP02_0108PE","Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America",
"DP02_0108PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America",
"DP02_0109E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America",
"DP02_0109M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America",
"DP02_0109PE","Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America",
"DP02_0109PM","Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America",
"DP02_0110E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over",
"DP02_0110M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over",
"DP02_0110PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over",
"DP02_0110PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over",
"DP02_0111E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only",
"DP02_0111M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only",
"DP02_0111PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only",
"DP02_0111PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only",
"DP02_0112E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English",
"DP02_0112M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English",
"DP02_0112PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English",
"DP02_0112PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English",
"DP02_0113E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well"",
"DP02_0113M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well"",
"DP02_0113PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well"",
"DP02_0113PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well"",
"DP02_0114E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish",
"DP02_0114M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish",
"DP02_0114PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish",
"DP02_0114PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish",
"DP02_0115E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well"",
"DP02_0115M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well"",
"DP02_0115PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well"",
"DP02_0115PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well"",
"DP02_0116E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages",
"DP02_0116M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages",
"DP02_0116PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages",
"DP02_0116PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages",
"DP02_0117E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well"",
"DP02_0117M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well"",
"DP02_0117PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well"",
"DP02_0117PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well"",
"DP02_0118E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages",
"DP02_0118M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages",
"DP02_0118PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages",
"DP02_0118PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages",
"DP02_0119E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well"",
"DP02_0119M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well"",
"DP02_0119PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well"",
"DP02_0119PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well"",
"DP02_0120E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages",
"DP02_0120M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages",
"DP02_0120PE","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages",
"DP02_0120PM","Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages",
"DP02_0121E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well"",
"DP02_0121M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well"",
