id;geography; Total_population; Total_Male; Total_Female;Total_age0to17;Male_age0to17;Female_age0to17;Total_age18to64;Male_age18to64;Female_age18to64;Total_age65plus;Male_age65plus;Female_age65plus;Total_age85plusr;Male_age85plusr;Female_age85plusr;pop_density;Total households;Total households!!Family households (families);Total households!!Family households (families)!!With own children of the householder under 18 years;Total households!!Family households (families)!!Married-couple family;Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years;"Total households!!Family households (families)!!Male householder, no wife present, family";HOUSEHOLDS BY TYPE!!;"Total households!!Family households (families)!!Female householder, no husband present, family";"Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years";Total households!!Nonfamily households;Total households!!Nonfamily households!!Householder living alone;Total households!!Nonfamily households!!Householder living alone!!65 years and over;Total households!!Households with one or more people under 18 years;Total households!!Households with one or more people 65 years and over;Total households!!Average household size;Total households!!Average family size;RELATIONSHIP!!Population in households;RELATIONSHIP!!Population in households!!Householder;RELATIONSHIP!!Population in households!!Spouse;RELATIONSHIP!!Population in households!!Child;RELATIONSHIP!!Population in households!!Other relatives;RELATIONSHIP!!Population in households!!Nonrelatives;RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner;MARITAL STATUS!!Males 15 years and over;MARITAL STATUS!!Males 15 years and over!!Never married;"MARITAL STATUS!!Males 15 years and over!!Now married, except separated";MARITAL STATUS!!Males 15 years and over!!Separated;MARITAL STATUS!!Males 15 years and over!!Widowed;MARITAL STATUS!!Males 15 years and over!!Divorced;MARITAL STATUS!!Females 15 years and over;MARITAL STATUS!!Females 15 years and over!!Never married;"MARITAL STATUS!!Females 15 years and over!!Now married, except separated";MARITAL STATUS!!Females 15 years and over!!Separated;MARITAL STATUS!!Females 15 years and over!!Widowed;MARITAL STATUS!!Females 15 years and over!!Divorced;SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school;"SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool";SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten;SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8);SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12);SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school;EDUCATIONAL ATTAINMENT!!Population 25 years and over;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade;"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma";EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency);"EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree";EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher;EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher;VETERAN STATUS!!Civilian population 18 years and over;VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over;DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability;TOT_POP;TOT_MALE;TOT_FEMALE;WA_MALE;WA_FEMALE;BA_MALE;BA_FEMALE;IA_MALE;IA_FEMALE;AA_MALE;AA_FEMALE;NA_MALE;NA_FEMALE;TOM_MALE;TOM_FEMALE;WAC_MALE;WAC_FEMALE;BAC_MALE;BAC_FEMALE;IAC_MALE;IAC_FEMALE;AAC_MALE;AAC_FEMALE;NAC_MALE;NAC_FEMALE;NH_MALE;NH_FEMALE;NHWA_MALE;NHWA_FEMALE;NHBA_MALE;NHBA_FEMALE;NHIA_MALE;NHIA_FEMALE;NHAA_MALE;NHAA_FEMALE;NHNA_MALE;NHNA_FEMALE;NHTOM_MALE;NHTOM_FEMALE;NHWAC_MALE;NHWAC_FEMALE;NHBAC_MALE;NHBAC_FEMALE;NHIAC_MALE;NHIAC_FEMALE;NHAAC_MALE;NHAAC_FEMALE;NHNAC_MALE;NHNAC_FEMALE;H_MALE;H_FEMALE;HWA_MALE;HWA_FEMALE;HBA_MALE;HBA_FEMALE;HIA_MALE;HIA_FEMALE;HAA_MALE;HAA_FEMALE;HNA_MALE;HNA_FEMALE;HTOM_MALE;HTOM_FEMALE;HWAC_MALE;HWAC_FEMALE;HBAC_MALE;HBAC_FEMALE;HIAC_MALE;HIAC_FEMALE;HAAC_MALE;HAAC_FEMALE;HNAC_MALE;HNAC_FEMALE
17057;Fulton County;34844;18133;16711;6892;3492;3400;20765;11418;9347;7187;3223;3964;1048;359;689;"40,24942821";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34844;18133;16711;16420;16315;1283;109;181;52;58;61;4;0;187;174;16587;16481;1368;188;261;114;101;98;15;5;17287;16475;15821;16112;1210;108;46;38;52;60;3;0;155;157;15967;16261;1279;182;108;91;81;94;9;5;846;236;599;203;73;1;135;14;6;1;1;0;32;17;620;220;89;6;153;23;20;4;6;0
17059;Gallatin County;5058;2470;2588;1054;533;521;2826;1412;1414;1178;525;653;99;34;65;"15,65992834";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5058;2470;2588;2397;2507;24;10;12;11;5;7;0;0;32;53;2426;2560;39;30;29;36;7;15;1;1;2416;2555;2346;2478;24;9;9;10;5;7;0;0;32;51;2375;2529;39;29;26;33;7;15;1;1;54;33;51;29;0;1;3;1;0;0;0;0;0;2;51;31;0;1;3;3;0;0;0;0
17061;Greene County;13044;6566;6478;2774;1408;1366;7719;4019;3700;2551;1139;1412;333;129;204;"24,02121347";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13044;6566;6478;6326;6355;145;31;18;19;19;16;1;1;57;56;6381;6410;172;56;44;40;24;25;2;3;6470;6407;6240;6291;143;27;14;17;19;16;1;1;53;55;6291;6345;168;52;38;37;24;25;2;3;96;71;86;64;2;4;4;2;0;0;0;0;4;1;90;65;4;4;6;3;0;0;0;0
17063;Grundy County;50972;25422;25550;12902;6672;6230;30897;15501;15396;7173;3249;3924;791;245;546;"121,9169126";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50972;25422;25550;24314;24430;469;439;90;88;203;245;12;14;334;334;24626;24739;614;586;192;174;306;358;24;30;22710;23055;21794;22114;414;392;35;46;183;225;9;9;275;269;22051;22365;532;511;105;104;281;323;21;23;2712;2495;2520;2316;55;47;55;42;20;20;3;5;59;65;2575;2374;82;75;87;70;25;35;3;7
17065;Hamilton County;8163;3992;4171;1794;897;897;4586;2309;2277;1783;786;997;241;53;188;"18,7813245";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8163;3992;4171;3893;4063;33;23;21;15;8;22;1;0;36;48;3927;4110;46;47;43;31;12;31;2;0;3918;4105;3836;4006;33;23;6;6;8;22;0;0;35;48;3869;4053;46;47;27;22;12;31;1;0;74;66;57;57;0;0;15;9;0;0;1;0;1;0;58;57;0;0;16;9;0;0;1;0
17067;Hancock County;17844;8850;8994;3734;1915;1819;9976;5087;4889;4134;1848;2286;592;204;388;"22,48151507";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17844;8850;8994;8626;8760;56;53;32;37;40;36;8;8;88;100;8711;8859;99;103;63;67;54;53;13;12;8702;8855;8493;8641;55;48;23;26;39;36;8;7;84;97;8574;8737;96;98;53;53;52;53;13;11;148;139;133;119;1;5;9;11;1;0;0;1;4;3;137;122;3;5;10;14;2;0;0;1
17069;Hardin County;3910;1984;1926;710;365;345;2195;1113;1082;1005;506;499;101;52;49;"22,03162043";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3910;1984;1926;1928;1857;11;10;12;17;9;9;2;3;22;30;1948;1886;21;26;23;24;12;15;2;5;1946;1876;1892;1810;11;9;12;16;9;9;2;3;20;29;1910;1839;20;25;22;23;12;14;2;4;38;50;36;47;0;1;0;1;0;0;0;0;2;1;38;47;1;1;1;1;0;1;0;1
17071;Henderson County;6709;3276;3433;1215;612;603;3808;1895;1913;1686;769;917;241;77;164;"17,71170645";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6709;3276;3433;3205;3345;13;12;11;9;6;24;3;2;38;41;3242;3386;34;34;23;25;11;27;4;2;3219;3358;3152;3273;11;12;11;9;6;24;3;2;36;38;3187;3311;30;34;23;23;11;26;4;2;57;75;53;72;2;0;0;0;0;0;0;0;2;3;55;75;4;0;0;2;0;1;0;0
17073;Henry County;49090;24469;24621;10977;5732;5245;28132;14176;13956;9981;4561;5420;1344;465;879;"59,64767178";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49090;24469;24621;23324;23610;564;390;74;83;103;134;8;7;396;397;23705;23993;785;616;197;189;166;205;19;16;22911;23224;21927;22346;531;364;26;45;97;130;8;6;322;333;22238;22670;712;562;114;121;156;190;18;14;1558;1397;1397;1264;33;26;48;38;6;4;0;1;74;64;1467;1323;73;54;83;68;10;15;1;2
17075;Iroquois County;27604;13561;14043;5964;3014;2950;15688;7853;7835;5952;2694;3258;885;303;582;"24,70364746";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27604;13561;14043;13048;13581;194;117;55;47;59;96;3;6;202;196;13244;13769;296;217;134;117;82;124;13;12;12527;13094;12094;12695;186;108;27;24;52;89;2;6;166;172;12255;12860;268;198;88;81;75;116;12;11;1034;949;954;886;8;9;28;23;7;7;1;0;36;24;989;909;28;19;46;36;7;8;1;1
17077;Jackson County;57419;28550;28869;10473;5374;5099;37929;19202;18727;9017;3974;5043;1321;445;876;"98,30810306";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57419;28550;28869;22449;22031;4019;4728;151;159;1101;1073;26;23;804;855;23192;22808;4455;5216;365;360;1322;1314;70;64;27254;27571;21416;21017;3920;4594;87;108;1085;1055;16;14;730;783;22090;21733;4314;5046;268;281;1296;1277;58;51;1296;1298;1033;1014;99;134;64;51;16;18;10;9;74;72;1102;1075;141;170;97;79;26;37;12;13
17079;Jasper County;9611;4808;4803;2210;1129;1081;5539;2804;2735;1862;875;987;283;110;173;"19,43132414";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9611;4808;4803;4735;4721;19;10;11;9;8;23;0;2;35;38;4769;4758;39;29;26;20;9;30;2;4;4739;4725;4671;4648;18;10;9;7;8;23;0;2;33;35;4703;4682;36;28;24;17;9;29;2;4;69;78;64;73;1;0;2;2;0;0;0;0;2;3;66;76;3;1;2;3;0;1;0;0
17081;Jefferson County;37820;19447;18373;8372;4274;4098;22209;11885;10324;7239;3288;3951;953;314;639;"66,210687";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37820;19447;18373;16725;16345;2075;1307;66;65;214;241;7;7;360;408;17072;16731;2303;1571;151;152;263;305;20;24;18792;17970;16257;16061;1978;1261;38;43;207;238;6;6;306;361;16551;16402;2174;1501;103;114;254;297;17;19;655;403;468;284;97;46;28;22;7;3;1;1;54;47;521;329;129;70;48;38;9;8;3;5
17083;Jersey County;21847;10677;11170;4455;2232;2223;13132;6530;6602;4260;1915;2345;550;188;362;"59,160169";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21847;10677;11170;10366;10778;90;78;47;33;35;129;5;2;134;150;10490;10920;136;141;107;95;60;159;18;7;10528;10995;10247;10643;84;74;32;26;35;112;5;2;125;138;10363;10773;124;131;89;82;60;141;17;7;149;175;119;135;6;4;15;7;0;17;0;0;9;12;127;147;12;10;18;13;0;18;1;0
17085;Jo Daviess County;21366;10692;10674;4017;2106;1911;11345;5722;5623;6004;2864;3140;692;253;439;"35,55631457";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21366;10692;10674;10388;10396;85;62;39;31;46;77;8;4;126;104;10510;10494;144;112;86;66;62;96;16;10;10338;10364;10073;10112;80;58;21;17;44;77;5;3;115;97;10184;10203;133;106;63;48;60;95;13;9;354;310;315;284;5;4;18;14;2;0;3;1;11;7;326;291;11;6;23;18;2;1;3;1
17087;Johnson County;12456;6797;5659;2303;1176;1127;7477;4320;3157;2676;1301;1375;283;113;170;"36,21715668";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12456;6797;5659;5825;5510;850;33;33;14;16;21;3;1;70;80;5890;5588;867;61;72;49;30;41;8;2;6526;5538;5608;5400;825;32;14;7;11;20;0;1;68;78;5671;5476;841;59;52;41;25;40;5;2;271;121;217;110;25;1;19;7;5;1;3;0;2;2;219;112;26;2;20;8;5;1;3;0
17089;Kane County;534216;266050;268166;136009;69492;66517;325198;163746;161452;73009;32812;40197;8198;2872;5326;"1028,606049";183633;136596;63390;103297;45860;10159;4743;23140;12787;47037;39340;18071;69323;50598;2.88;3.33;529141;183633;103180;175431;39247;27650;11851;209541;71261;115167;2365;3720;17028;213941;60901;109146;5170;15807;22917;141362;8749;9020;59046;35244;29303;349960;28788;24791;80892;72632;26520;72057;44280;296381;116337;398144;22246;531116;43735;135624;4722;323966;20020;71526;18993;534216;266050;268166;230655;231733;15809;16253;2953;2569;11250;12126;225;207;5158;5278;235543;236705;18267;18845;4356;4002;12893;13779;383;359;177773;184175;149106;154105;13992;14372;314;311;10727;11611;73;80;3561;3696;152463;157567;15731;16225;991;1044;12124;13005;177;180;88277;83991;81549;77628;1817;1881;2639;2258;523;515;152;127;1597;1582;83080;79138;2536;2620;3365;2958;769;774;206;179
17091;Kankakee County;110024;54154;55870;25023;12764;12259;66451;32971;33480;18550;8419;10131;2655;1096;1559;"162,6376433";40642;26634;12464;19135;7266;2644;1898;4855;3300;14008;11883;4926;12924;12465;2.57;3.14;104494;40642;19311;33843;3939;6759;1843;43527;15975;21469;530;1086;4467;45849;16639;19679;732;4176;4623;28310;2127;1200;10932;6283;7768;72724;3145;5943;25803;17137;6334;8710;5652;63636;14362;84829;6900;108094;15073;25038;298;65512;7905;17544;6870;110024;54154;55870;44176;45400;8024;8501;236;241;569;608;27;25;1122;1095;45235;46432;8730;9224;494;481;766;796;68;63;47976;50356;38595;40465;7795;8286;77;99;537;576;20;17;952;913;39493;41325;8415;8902;272;271;711;744;52;51;6178;5514;5581;4935;229;215;159;142;32;32;7;8;170;182;5742;5107;315;322;222;210;55;52;16;12
17093;Kendall County;127915;63410;64505;36412;18693;17719;78381;38923;39458;13122;5794;7328;1304;450;854;"399,4105907";40716;32362;15427;24497;11817;3622;1512;4243;2098;8354;7531;2855;16923;8828;3.13;3.54;127609;40716;24663;47723;9746;4761;3375;46981;17312;25648;277;402;3342;49387;14699;27232;471;2289;4696;39920;2846;2989;15961;9902;8222;79653;1066;4136;20319;18279;7037;17199;11617;74451;28816;91353;6510;127499;12384;36412;1527;77757;7292;13330;3565;127915;63410;64505;54837;55642;4893;4962;339;352;1929;2211;41;45;1371;1293;56142;56862;5523;5592;578;576;2479;2708;89;93;50763;52254;43145;44358;4597;4620;70;97;1840;2124;29;25;1082;1030;44173;45328;5091;5112;208;226;2329;2573;63;61;12647;12251;11692;11284;296;342;269;255;89;87;12;20;289;263;11969;11534;432;480;370;350;150;135;26;32
17095;Knox County;50112;25273;24839;9837;5060;4777;29455;15390;14065;10820;4823;5997;1551;534;1017;"69,94590801";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50112;25273;24839;21572;22313;2673;1443;128;83;216;314;7;11;677;675;22224;22958;3135;1928;253;205;322;402;29;30;23620;23558;20205;21241;2572;1365;53;51;202;297;5;7;583;597;20769;21809;2974;1803;152;152;290;376;23;22;1653;1281;1367;1072;101;78;75;32;14;17;2;4;94;78;1455;1149;161;125;101;53;32;26;6;8
17097;Lake County;700832;350273;350559;168886;86216;82670;432136;218761;213375;99810;45296;54514;12651;4553;8098;"1578,658551";246620;178902;82331;143250;62651;10419;5325;25233;14355;67718;56718;25265;88073;70435;2.76;3.29;681839;246620;142608;230384;37141;25086;13416;280865;94431;156849;2440;5779;21366;283505;81631;147828;4159;21046;28841;186341;12606;6451;78576;44612;44096;459793;22359;20290;96086;81230;28747;121686;89395;417144;211081;524483;33749;683953;63210;168501;5391;418599;29229;96853;28590;700832;350273;350559;285340;283003;25574;26819;3143;2917;28127;29940;361;330;7728;7550;292480;289957;28795;30133;4946;4739;31649;33272;804;704;270345;275092;212697;214760;23395;24523;539;511;27464;29284;186;156;6064;5858;218275;220104;25885;27048;1608;1595;30557;32191;533;455;79928;75467;72643;68243;2179;2296;2604;2406;663;656;175;174;1664;1692;74205;69853;2910;3085;3338;3144;1092;1081;271;249
17099;LaSalle County;109430;55226;54204;23563;12047;11516;65150;33820;31330;20717;9359;11358;3052;1038;2014;"96,39835794";44714;28804;11277;20690;7029;2042;814;6072;3434;15910;13853;6124;12461;14644;2.37;2.96;106157;44714;20649;30834;4957;5003;3022;45573;16332;21168;1071;1750;5252;44695;10080;22277;1175;5203;5960;22062;1526;1401;10381;5090;3664;78099;2080;6791;28211;18435;8889;9501;4192;69228;13693;86081;5668;106352;15117;23327;1273;63273;6301;19752;7543;109430;55226;54204;51569;51739;2244;861;236;193;376;652;15;21;786;738;52327;52433;2644;1262;473;411;559;819;41;41;49427;49030;46167;46903;2124;735;117;117;356;634;7;11;656;630;46801;47493;2460;1081;288;277;522;790;28;31;5799;5174;5402;4836;120;126;119;76;20;18;8;10;130;108;5526;4940;184;181;185;134;37;29;13;10
17101;Lawrence County;15765;8836;6929;2946;1531;1415;10071;6115;3956;2748;1190;1558;387;130;257;"42,35875019";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15765;8836;6929;7135;6722;1524;64;36;31;48;29;4;2;89;81;7223;6797;1568;109;69;57;60;44;7;5;8340;6812;6742;6620;1469;63;17;23;38;29;1;1;73;76;6814;6690;1501;104;47;47;49;44;3;3;496;117;393;102;55;1;19;8;10;0;3;1;16;5;409;107;67;5;22;10;11;0;4;2
17103;Lee County;34223;18173;16050;6740;3418;3322;20775;11608;9167;6708;3147;3561;941;330;611;"47,21432747";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34223;18173;16050;16050;15319;1648;256;78;47;135;154;10;7;252;267;16291;15568;1785;399;152;123;186;214;17;20;16869;15178;14901;14562;1604;231;34;23;121;139;5;4;204;219;15097;14764;1715;349;85;82;167;190;11;14;1304;872;1149;757;44;25;44;24;14;15;5;3;48;48;1194;804;70;50;67;41;19;24;6;6
17105;Livingston County;35761;17935;17826;7672;4015;3657;21221;10878;10343;6868;3042;3826;1151;379;772;"34,2660822";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35761;17935;17826;16471;16763;910;587;53;46;172;189;3;2;326;239;16781;16982;1099;736;151;108;232;231;17;12;17003;17103;15672;16125;877;562;28;26;168;184;2;2;256;204;15915;16312;1027;694;92;72;219;221;12;11;932;723;799;638;33;25;25;20;4;5;1;0;70;35;866;670;72;42;59;36;13;10;5;1
17107;Logan County;28925;14685;14240;5599;2880;2719;18041;9533;8508;5285;2272;3013;832;273;559;"46,79885895";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28925;14685;14240;12710;13027;1554;843;69;38;102;120;4;2;246;210;12945;13222;1688;969;135;87;158;171;18;10;14014;13894;12175;12749;1501;815;35;28;94;118;4;2;205;182;12373;12918;1613;924;88;67;139;163;11;10;671;346;535;278;53;28;34;10;8;2;0;0;41;28;572;304;75;45;47;20;19;8;7;0
17109;McDonough County;29955;14674;15281;5116;2573;2543;19555;9783;9772;5284;2318;2966;855;248;607;"50,82221616";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29955;14674;15281;13235;13700;787;884;49;67;349;364;0;5;254;261;13478;13933;902;1017;125;141;422;440;9;20;14246;14872;12893;13390;755;844;28;50;343;356;0;3;227;229;13111;13597;856;961;90;112;413;422;8;16;428;409;342;310;32;40;21;17;6;8;0;2;27;32;367;336;46;56;35;29;9;18;1;4
17111;McHenry County;308570;153614;154956;72396;37045;35351;191150;96103;95047;45024;20466;24558;4676;1637;3039;"511,3789438";114544;87366;37169;72368;29038;4979;2008;10019;6123;27178;23097;11267;41312;32890;2.68;3.08;306627;114544;72333;94019;15038;10693;5395;123739;35742;76196;1085;2705;8011;126663;29522;74142;1204;10008;11787;74897;5094;4012;31593;18995;15203;211179;5613;7587;54599;46932;22354;48487;25607;197979;74094;236288;15828;307124;27741;72282;2791;190795;13101;44047;11849;308570;153614;154956;143212;144164;2880;2435;813;745;4150;5028;87;71;2472;2513;145568;146542;3752;3388;1502;1454;5226;6088;168;157;132172;134900;123260;125511;2562;2137;238;241;3992;4926;57;43;2063;2042;125229;127443;3294;2903;694;699;4995;5896;120;110;21442;20056;19952;18653;318;298;575;504;158;102;30;28;409;471;20339;19099;458;485;808;755;231;192;48;47
17113;McLean County;172828;83968;88860;37136;18771;18365;112832;55072;57760;22860;10125;12735;3054;1030;2024;"146,0641955";65998;39649;16746;32930;13237;1349;551;5370;2958;26349;19194;6144;17790;15800;2.49;3.10;164582;65998;32727;45584;5056;15217;3888;68490;28104;33625;602;1407;4752;73798;27718;34089;332;4467;7192;58276;3119;1887;15825;10155;27290;105380;1026;3196;24887;20006;8223;29479;18563;101158;48042;135646;6908;171785;15770;37108;1707;112706;7093;21971;6970;172828;83968;88860;69843;74706;6855;7292;259;250;4871;4488;50;41;2090;2083;71837;76680;8133;8596;606;595;5470;5081;110;110;79569;84509;66088;70943;6632;7048;140;149;4795;4442;34;26;1880;1901;67885;72746;7777;8237;403;427;5367;4999;85;89;4399;4351;3755;3763;223;244;119;101;76;46;16;15;210;182;3952;3934;356;359;203;168;103;82;25;21
17115;Macon County;104712;50158;54554;23150;11864;11286;60602;29121;31481;20960;9173;11787;3166;1050;2116;"180,358909";44562;27761;10518;19714;6093;1932;802;6115;3623;16801;14200;5826;11847;14690;2.27;2.85;101106;44562;19683;26893;4774;5194;3413;40435;13343;19827;307;1361;5597;45110;13073;20672;622;4915;5828;23638;1878;1162;10790;5323;4485;72883;1724;5821;25345;18056;6410;10218;5309;65338;15527;81615;7018;102467;14297;23073;1431;59214;6065;20180;6801;104712;50158;54554;39258;42399;8570;9769;157;121;591;654;28;25;1554;1586;40741;43884;9766;11012;390;360;816;882;68;88;48915;53338;38330;41445;8444;9648;109;85;563;641;19;17;1450;1502;39714;42849;9569;10826;314;301;778;863;56;78;1243;1216;928;954;126;121;48;36;28;13;9;8;104;84;1027;1035;197;186;76;59;38;19;12;10
17117;Macoupin County;45313;22409;22904;9644;5021;4623;26663;13352;13311;9006;4036;4970;1247;433;814;"52,51125051";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45313;22409;22904;21771;22220;228;217;82;86;64;111;12;3;252;267;22014;22474;338;342;186;186;114;167;18;13;22140;22595;21539;21940;225;212;69;77;64;107;5;3;238;256;21769;22183;330;331;164;171;112;163;9;13;269;309;232;280;3;5;13;9;0;4;7;0;14;11;245;291;8;11;22;15;2;4;9;0
17119;Madison County;264461;128768;135693;57756;29727;28029;161220;79431;81789;45485;19610;25875;6157;2001;4156;"369,3334635";108977;72691;30988;53728;21654;5226;2581;13737;6753;36286;28114;12485;35239;32303;2.38;2.85;259253;108977;53563;69334;11496;15883;8821;104395;32391;54372;1323;3325;12984;112525;28685;56880;1939;10551;14470;64724;4801;3158;25226;12585;18954;184933;4469;9126;54757;48358;20179;29897;18147;171338;48044;206844;19341;262001;42085;57423;3222;160163;22173;44415;16690;264461;128768;135693;113506;118432;10780;12494;440;445;1202;1527;90;78;2750;2717;116118;121013;12441;14183;1076;1100;1890;2167;180;172;124130;131389;109477;114686;10585;12336;296;310;1155;1458;68;68;2549;2531;111904;117092;12140;13918;834;874;1818;2079;149;151;4638;4304;4029;3746;195;158;144;135;47;69;22;10;201;186;4214;3921;301;265;242;226;72;88;31;21
17121;Marion County;37620;18393;19227;8738;4442;4296;21474;10662;10812;7408;3289;4119;1066;379;687;"65,71741709";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37620;18393;19227;17001;17860;827;784;82;52;107;149;7;3;369;379;17350;18227;1102;1064;148;123;152;195;19;12;17945;18881;16629;17564;805;766;59;39;107;147;6;3;339;362;16952;17914;1059;1036;116;102;149;193;16;12;448;346;372;296;22;18;23;13;0;2;1;0;30;17;398;313;43;28;32;21;3;2;3;0
17123;Marshall County;11534;5725;5809;2301;1182;1119;6527;3312;3215;2706;1231;1475;405;148;257;"29,81725781";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11534;5725;5809;5557;5638;54;35;27;19;23;33;1;1;63;83;5616;5714;85;73;45;52;41;53;4;5;5550;5641;5417;5490;50;34;15;13;20;30;1;1;47;73;5462;5557;72;65;28;41;34;49;2;5;175;168;140;148;4;1;12;6;3;3;0;0;16;10;154;157;13;8;17;11;7;4;2;0
17125;Mason County;13565;6689;6876;2819;1389;1430;7735;3911;3824;3011;1389;1622;425;124;301;"25,15270498";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13565;6689;6876;6491;6713;64;30;25;29;23;37;1;0;85;67;6569;6777;112;61;50;53;41;50;4;4;6599;6817;6414;6659;64;29;15;27;22;37;0;0;84;65;6491;6721;111;58;40;50;40;50;3;4;90;59;77;54;0;1;10;2;1;0;1;0;1;2;78;56;1;3;10;3;1;0;1;0
