,AREA,TITLE,AVGEMP,TOTWAGE,ANNAVGSAL
3728,Clinton County,Misc Durable Goods Merchant Wholesalers,53,1574700,29711
3729,Clinton County,"Merchant Wholesalers, Nondurable Goods",344,15497875,45052
3730,Clinton County,Grocery Product Merchant Wholesalers,78,4695885,60204
3731,Clinton County,Other Grocery Product Merchant Whsle,62,2679392,43216
3732,Clinton County,Misc Nondurable Goods Merchant Whsle,88,3244165,36866
3733,Clinton County,Electronic Markets and Agents/Brokers,11,684929,62266
3734,Clinton County,Wholesale Trade Agents and Brokers,11,684929,62266
3735,Clinton County,NAICS 44-45: Retail Trade,4985,148642849,29818
3736,Clinton County,Motor Vehicle and Parts Dealers,657,28728206,43726
3737,Clinton County,Automobile Dealers,434,20807587,47944
3738,Clinton County,New Car Dealers,408,20220100,49559
3739,Clinton County,Used Car Dealers,26,587487,22596
3740,Clinton County,Other Motor Vehicle Dealers,69,2552410,36991
3741,Clinton County,"Motorcycle, Boat & Other Vehicle Dealers",32,946157,29567
3742,Clinton County,Motorcycle and other motor vehicle dealers,32,946157,29567
3743,Clinton County,"Auto Parts, Accessories, and Tire Stores",154,5368209,34859
3744,Clinton County,Automotive Parts and Accessories Stores,110,3290526,29914
3745,Clinton County,Furniture and Home Furnishings Stores,113,3507369,31039
3746,Clinton County,Furniture Stores,36,1016986,28250
3747,Clinton County,Home Furnishings Stores,77,2490383,32343
3748,Clinton County,Other Home Furnishings Stores,44,1173239,26665
3749,Clinton County,All Other Home Furnishings Stores,44,1173239,26665
3750,Clinton County,Electronics and Appliance Stores,175,6210014,35486
3751,Clinton County,Electronics and appliances stores,175,6210014,35486
3752,Clinton County,Electronics stores,145,5111601,35252
3753,Clinton County,Building Material & Garden Supply Stores,838,36007176,42968
3754,Clinton County,Building Material and Supplies Dealers,770,33682292,43743
3755,Clinton County,Home Centers,250,8284935,33140
3756,Clinton County,Hardware Stores,95,3196428,33647
3757,Clinton County,Lawn & Garden Equipment/Supplies Stores,68,2324884,34189
3758,Clinton County,"Nursery, Garden & Farm Supply Stores",39,939200,24082
3759,Clinton County,Food and Beverage Stores,744,16156278,21715
3760,Clinton County,Grocery Stores,667,14701644,22041
3761,Clinton County,Supermarkets and Other Grocery Stores,593,13230990,22312
3762,Clinton County,Convenience Stores,75,1470654,19609
3763,Clinton County,Specialty Food Stores,29,439539,15157
3764,Clinton County,"Beer, Wine, and Liquor Stores",47,1015095,21598
3765,Clinton County,Health and Personal Care Stores,321,11125103,34658
3766,Clinton County,Pharmacies and Drug Stores,252,8995873,35698
3767,Clinton County,Optical Goods Stores,16,669416,41839
3768,Clinton County,Other Health and Personal Care Stores,29,1175064,40519
3769,Clinton County,All Other Health & Personal Care Stores,25,1057010,42280
3770,Clinton County,Gasoline Stations,454,9821693,21634
3771,Clinton County,Gasoline Stations w/ Convenience Stores,431,8607149,19970
3772,Clinton County,Other Gasoline Stations,23,1214544,52806
3773,Clinton County,Clothing and Clothing Accessories Stores,296,5082847,17172
3774,Clinton County,Clothing Stores,184,2611812,14195
3775,Clinton County,Women's Clothing Stores,40,565001,14125
3776,Clinton County,Family Clothing Stores,96,1269601,13225
3777,Clinton County,Shoe Stores,74,1321660,17860
3778,Clinton County,"Jewelry, Luggage & Leather Goods Stores",38,1149375,30247
3779,Clinton County,Jewelry Stores,38,1149375,30247
3780,Clinton County,Sporting Goods/Hobby/Book/Music Stores,183,3102892,16956
3781,Clinton County,Sporting Goods/Musical Instrument Stores,164,2788256,17002
3782,Clinton County,Sporting Goods Stores,91,1531170,16826
3783,Clinton County,"Hobby, Toy, and Game Stores",73,1250846,17135
3784,Clinton County,"Book, Periodical, and Music Stores",19,314636,16560
3785,Clinton County,Book Stores and News Dealers,19,314636,16560
3786,Clinton County,Book Stores,19,314636,16560
3787,Clinton County,General Merchandise Stores,957,21429979,22393
3788,Clinton County,Department Stores,287,5047618,17588
3789,Clinton County,General Merchandise Stores,670,16382361,24451
3790,Clinton County,All Other General Merchandise Stores,169,3167604,18743
3791,Clinton County,Miscellaneous Store Retailers,154,3622913,23525
3792,Clinton County,Florists,12,166892,13908
3793,Clinton County,"Office Supply, Stationery & Gift Stores",50,979192,19584
3794,Clinton County,"Gift, Novelty, and Souvenir Stores",29,534914,18445
3795,Clinton County,Used Merchandise Stores,7,64251,9179
3796,Clinton County,Other Miscellaneous Store Retailers,85,2412578,28383
3797,Clinton County,Manufactured (Mobile) Home Dealers,20,1072176,53609
3798,Clinton County,All Other Miscellaneous Store Retailers,22,538924,24497
3799,Clinton County,Store Retailers Not Specified Elsewhere,22,527155,23962
3800,Clinton County,Nonstore Retailers,93,3848379,41380
3801,Clinton County,Electronic Shopping & Mail-Order Houses,22,643397,29245
3802,Clinton County,Electronic Shopping and Mail-Order Houses,22,643397,29245
3803,Clinton County,Direct Selling Establishments,47,2332265,49623
3804,Clinton County,Fuel Dealers,44,2191981,49818
3805,Clinton County,Fuel dealers,44,2191981,49818
3806,Clinton County,NAICS 48-49: Transportation and Warehousing,1523,62703340,41171
3807,Clinton County,Truck Transportation,318,14810990,46575
3808,Clinton County,General Freight Trucking,156,7695970,49333
3809,Clinton County,"General Freight Trucking, Local",94,4260710,45327
3810,Clinton County,"General Freight Trucking, Long-Distance",62,3435260,55407
3811,Clinton County,"General Freight Trucking, Long-Dist TL",25,901169,36047
3812,Clinton County,"General Freight Trucking, Long-Dist LTL",38,2534091,66687
3813,Clinton County,Specialized Freight Trucking,162,7115020,43920
3814,Clinton County,"Other Specialized Trucking, Local",108,4874133,45131
3815,Clinton County,"Other Specialized Trucking, Long-Dist",33,1561387,47315
3816,Clinton County,Transit and Ground Passenger Transport,148,3808892,25736
3817,Clinton County,Urban Transit Systems,52,1091197,20985
3818,Clinton County,Other Ground Passenger Transportation,86,2487057,28919
3819,Clinton County,Special Needs Transportation,86,2487057,28919
3820,Clinton County,Support Activities for Transportation,500,22625623,45251
3821,Clinton County,Freight Transportation Arrangement,445,21016102,47227
3822,Clinton County,Couriers and Messengers,260,10242864,39396
3823,Clinton County,Couriers,240,9425955,39275
3824,Clinton County,Warehousing and Storage,288,10712194,37195
3825,Clinton County,General Warehousing and Storage,269,9968887,37059
3826,Clinton County,Information,379,16859046,44483
3827,Clinton County,Publishing Industries,86,2454910,28545
3828,Clinton County,"Newspaper, Book, & Directory Publishers",85,2424910,28528
3829,Clinton County,Motion Picture & Sound Recording Ind,54,742030,13741
3830,Clinton County,Motion Picture and Video Industries,54,742030,13741
3831,Clinton County,Broadcasting (except Internet),99,4388148,44325
3832,Clinton County,Radio and Television Broadcasting,99,4388148,44325
3833,Clinton County,Radio Broadcasting,18,334392,18577
3834,Clinton County,Radio Stations,18,334392,18577
3835,Clinton County,Telecommunications,124,8860536,71456
3836,Clinton County,Telecommunications Resellers,96,6362009,66271
3837,Clinton County,Wired Telecommunications Carriers,96,6362009,66271
3838,Clinton County,Other Information Services,11,124169,11288
3839,Clinton County,Libraries and Archives,11,124169,11288
3840,Clinton County,Finance and Insurance,407,21489366,52799
3841,Clinton County,Credit Intermediation & Related Activity,250,12331221,49325
3842,Clinton County,Depository Credit Intermediation,232,11156644,48089
3843,Clinton County,Commercial Banking,147,7751603,52732
3844,Clinton County,Credit Unions,85,3392172,39908
3845,Clinton County,Activities Rel to Credit Intermediation,13,779040,59926
3846,Clinton County,Financial Investment & Related Activity,37,2982293,80603
3847,Clinton County,Security & Commodity Investment Activity,31,2759316,89010
3848,Clinton County,Securities Brokerage,25,2574663,102987
3849,Clinton County,Other Financial Investment Activities,6,222977,37163
3850,Clinton County,Portfolio Management,4,191577,47894
3851,Clinton County,Insurance Carriers & Related Activities,119,6175852,51898
3852,Clinton County,"Insurance Agencies, Brokerages & Support",116,5939725,51205
3853,Clinton County,Insurance Agencies and Brokerages,115,5939625,51649
3854,Clinton County,Real Estate and Rental and Leasing,406,13181286,32466
3855,Clinton County,Real Estate,245,7436917,30355
3856,Clinton County,Lessors of Real Estate,172,5546867,32249
3857,Clinton County,Lessors of Residential Buildings,88,2356917,26783
3858,Clinton County,Lessors of Nonresidential Buildings,68,2703885,39763
3859,Clinton County,Lessors of Other Real Estate Property,10,227792,22779
3860,Clinton County,Offices of Real Estate Agents & Brokers,31,951544,30695
3861,Clinton County,Activities Related to Real Estate,42,938506,22345
3862,Clinton County,Real Estate Property Managers,34,618187,18182
3863,Clinton County,Residential Property Managers,20,397372,19869
3864,Clinton County,Other Activities Related to Real Estate,3,156982,52327
3865,Clinton County,Rental and Leasing Services,161,5744369,35679
3866,Clinton County,Automotive Equipment Rental and Leasing,14,369217,26373
3867,Clinton County,Consumer Goods Rental,43,1421695,33063
3868,Clinton County,Consumer Electronics & Appliances Rental,16,600825,37552
3869,Clinton County,Other Consumer Goods Rental,27,820870,30403
3870,Clinton County,Professional and Technical Services,856,34196264,39949
3871,Clinton County,Legal Services,114,6202791,54410
3872,Clinton County,Offices of Lawyers,94,5080317,54046
3873,Clinton County,Other Legal Services,20,1122474,56124
3874,Clinton County,Title Abstract and Settlement Offices,20,1122474,56124
3875,Clinton County,Accounting and Bookkeeping Services,69,3144894,45578
3876,Clinton County,Offices of Certified Public Accountants,35,2313252,66093
3877,Clinton County,Other Accounting Services,30,766006,25534
3878,Clinton County,Architectural and Engineering Services,88,5043421,57312
3879,Clinton County,Engineering Services,46,2739023,59544
3880,Clinton County,Testing Laboratories,28,1524384,54442
3881,Clinton County,Computer Systems Design and Rel Services,14,783065,55933
3882,Clinton County,Custom Computer Programming Services,9,649674,72186
3883,Clinton County,Management & Technical Consulting Svc,34,1980595,58253
3884,Clinton County,Management Consulting Services,19,949613,49980
3885,Clinton County,Administrative Management Consulting Svc,10,449975,44998
3886,Clinton County,Advertising and Related Services,4,199425,49856
3887,Clinton County,Management of Companies and Enterprises,84,3605947,42928
3888,Clinton County,Managing Offices,84,3605947,42928
3889,Clinton County,Administrative and Waste Services,1161,39051569,33636
3890,Clinton County,Administrative and Support Services,1009,31324096,31045
3891,Clinton County,Employment Services,726,21939476,30220
3892,Clinton County,Temporary Help Services,564,14461201,25640
3893,Clinton County,Business Support Services,74,2781363,37586
3894,Clinton County,Business Service Centers,19,355231,18696
3895,Clinton County,Private Mail Centers,19,355231,18696
3896,Clinton County,Travel Arrangement & Reservation Service,46,1894207,41178
3897,Clinton County,Other Travel Arrangement Services,11,409383,37217
3898,Clinton County,Investigation and Security Services,8,417449,52181
3899,Clinton County,Services to Buildings and Dwellings,108,2150241,19910
3900,Clinton County,Janitorial Services,66,1043371,15809
3901,Clinton County,Janatorial Services,66,1043371,15809
3902,Clinton County,Landscaping Services,31,907910,29287
3903,Clinton County,Other Services to Buildings & Dwellings,4,41524,10381
3904,Clinton County,Other Support Services,13,343099,26392
3905,Clinton County,All Other Support Services,13,343099,26392
3906,Clinton County,Waste Management and Remediation Service,153,7727473,50506
3907,Clinton County,Educational Services,151,4865411,32221
3908,Clinton County,Other Schools and Instruction,28,235821,8422
3909,Clinton County,Health Care and Social Assistance,5533,283533645,51244
3910,Clinton County,Ambulatory Health Care Services,1575,89928284,57097
3911,Clinton County,Offices of Physicians,693,52324395,75504
3912,Clinton County,"Offices of Physicians, ex. Mental Health",690,52057560,75446
3913,Clinton County,Offices of Dentists,198,9761483,49300
3914,Clinton County,Offices of Other Health Practitioners,175,7004149,40024
3915,Clinton County,Offices of Chiropractors,21,526152,25055
3916,Clinton County,Offices of Specialty Therapists,119,4984867,41890
3917,Clinton County,Offices of All Other Health Practitioner,25,1078110,43124
3918,Clinton County,Offices of Misc Health Practitioners,18,904239,50236
3919,Clinton County,Outpatient Care Centers,235,9567221,40712
3920,Clinton County,Outpatient Mental Health Centers,172,6546609,38062
3921,Clinton County,Home Health Care Services,177,7495652,42348
3922,Clinton County,Other Ambulatory Health Care Services,70,2006281,28661
3923,Clinton County,Ambulance Services,69,1929740,27967
3924,Clinton County,Nursing and Residential Care Facilities,798,27350698,34274
3925,Clinton County,Community Care Facility for the Elderly,119,3065326,25759
3926,Clinton County,Homes for the Elderly,119,3065326,25759
3927,Clinton County,Social Assistance,924,23173889,25080
3928,Clinton County,Individual and Family Services,577,15167790,26287
3929,Clinton County,Services for the Elderly and Disabled,264,6225804,23583
3930,Clinton County,Other Individual and Family Services,299,8747407,29256
3931,Clinton County,Vocational Rehabilitation Services,110,3516516,31968
3932,Clinton County,Child Day Care Services,192,3918430,20408
3933,Clinton County,"Arts, Entertainment, and Recreation",230,4646207,20201
3934,Clinton County,Performing Arts and Spectator Sports,15,183461,12231
3935,Clinton County,"Museums, Parks and Historical Sites",53,1140769,21524
3936,Clinton County,Museums,18,307351,17075
3937,Clinton County,"Amusement, Gambling & Recreation Ind",162,3321977,20506
3938,Clinton County,Other Amusement & Recreation Industries,153,3227753,21096
3939,Clinton County,Marinas,50,1845182,36904
3940,Clinton County,Fitness and Recreational Sports Centers,69,590618,8560
3941,Clinton County,Accommodation and Food Services,2913,56888071,19529
3942,Clinton County,Accommodation,413,9224052,22334
3943,Clinton County,Traveler Accommodation,343,7342358,21406
3944,Clinton County,Hotels (except Casino Hotels) and Motels,338,7239514,21419
3945,Clinton County,RV Parks and Recreational Camps,47,1413531,30075
3946,Clinton County,RV Parks and Campgrounds,10,255084,25508
3947,Clinton County,Recreational and Vacation Camps,38,1158447,30485
3948,Clinton County,Food Services and Drinking Places,2500,47664019,19066
3949,Clinton County,Special Food Services,317,6149082,19398
3950,Clinton County,Food Service Contractors,292,5935995,20329
3951,Clinton County,Caterers,24,213087,8879
3952,Clinton County,Drinking Places (Alcoholic Beverages),75,1126472,15020
3953,Clinton County,Restaurants and Other Eating Places,2108,40388465,19160
3954,Clinton County,Restaurants,2108,40388465,19160
3955,Clinton County,Full-service restaurants,1149,23511358,20462
3956,Clinton County,Limited-service restaurants,813,14142275,17395
3957,Clinton County,Snack and nonalcoholic beverage bars,146,2734832,18732
3958,Clinton County,"Other Services, Ex. Public Admin",992,24936509,25138
3959,Clinton County,Repair and Maintenance,214,7300894,34116
3960,Clinton County,Automotive Repair and Maintenance,191,6599899,34554
3961,Clinton County,Automotive Mechanical Repair/Maintenance,41,1167304,28471
3962,Clinton County,General Automotive Repair,31,844991,27258
3963,Clinton County,"Automotive Body, Interior & Glass Repair",112,4582274,40913
3964,Clinton County,Automotive Body and Interior Repair,100,4013976,40140
3965,Clinton County,Other Automotive Repair and Maintenance,38,850321,22377
3966,Clinton County,Car Washes,30,619419,20647
3967,Clinton County,Electronic Equipment Repair/Maintenance,5,41382,8276
3968,Clinton County,Commercial Machinery Repair/Maintenance,11,580928,52812
3969,Clinton County,Personal and Laundry Services,246,5893538,23957
3970,Clinton County,Personal Care Services,118,2904141,24611
3971,Clinton County,"Hair, Nail, and Skin Care Services",109,2767128,25386
3972,Clinton County,Beauty Salons,106,2680583,25289
3973,Clinton County,Other Personal Care Services,9,137013,15224
3974,Clinton County,Death Care Services,33,956152,28974
3975,Clinton County,Funeral Homes and Funeral Services,24,800700,33363
3976,Clinton County,Cemeteries and Crematories,9,155452,17272
3977,Clinton County,Drycleaning and Laundry Services,63,1503747,23869
3978,Clinton County,Coin-Operated Laundries and Drycleaners,9,127425,14158
3979,Clinton County,Other Personal Services,33,529498,16045
3980,Clinton County,Pet Care (except Veterinary) Services,22,351198,15964
3981,Clinton County,Membership Organizations & Associations,476,10769018,22624
3982,Clinton County,Religious Organizations,154,2456782,15953
3983,Clinton County,Grantmaking and Giving Services,13,333867,25682
3984,Clinton County,Social Advocacy Organizations,102,4092891,40126
3985,Clinton County,Other Social Advocacy Organizations,53,2041713,38523
3986,Clinton County,Civic and Social Organizations,173,2303109,13313
3987,Clinton County,Professional and Similar Organizations,35,1582369,45211
3988,Clinton County,Labor Unions & Other Labor Organizations,17,272859,16051
3989,Clinton County,Private Households,55,973059,17692
3990,Columbia County,"Agriculture, Forestry, Fishing and Hunting",1018,40034481,39327
3991,Columbia County,Crop Production,445,15273404,34322
3992,Columbia County,Oilseed and Grain Farming,34,1340447,39425
3993,Columbia County,Corn Farming,12,329675,27473
3994,Columbia County,Vegetable and Melon Farming,66,1907270,28898
3995,Columbia County,Other Vegetable and Melon Farming,66,1907270,28898
3996,Columbia County,Fruit and Tree Nut Farming,301,9891564,32862
3997,Columbia County,Noncitrus Fruit and Tree Nut Farming,301,9891564,32862
3998,Columbia County,Apple Orchards,301,9891564,32862
3999,Columbia County,Greenhouse and Nursery Production,19,703120,37006
4000,Columbia County,Animal Production,498,22386380,44953
4001,Columbia County,Cattle Ranching and Farming,122,4540298,37216
4002,Columbia County,"Beef Cattle Ranching, Farming, Feedlots",27,870182,32229
4003,Columbia County,Beef Cattle Ranching and Farming,27,870182,32229
4004,Columbia County,Dairy Cattle and Milk Production,95,3670116,38633
4005,Columbia County,Horse and Other Equine Production,21,775446,36926
4006,Columbia County,Agriculture & Forestry Support Activity,67,2043003,30493
4007,Columbia County,Support Activities for Animal Production,67,2017184,30107
4008,Columbia County,Utilities,32,5090880,159090
4009,Columbia County,Construction,1148,52792000,45986
4010,Columbia County,Construction of Buildings,324,13570738,41885
4011,Columbia County,Residential Building Construction,307,12727940,41459
4012,Columbia County,New Single-Family Housing Construction,155,6723378,43377
4013,Columbia County,Residential Remodelers,152,6004562,39504
4014,Columbia County,Nonresidential Building Construction,16,842798,52675
4015,Columbia County,Commercial Building Construction,16,842798,52675
4016,Columbia County,Heavy and Civil Engineering Construction,108,6815259,63104
4017,Columbia County,Utility System Construction,31,1556096,50197
4018,Columbia County,Water and Sewer System Construction,27,1483346,54939
4019,Columbia County,Specialty Trade Contractors,716,32406003,45260
4020,Columbia County,Building Foundation/Exterior Contractors,110,5326930,48427
4021,Columbia County,Poured Concrete Structure Contractors,35,1770896,50597
4022,Columbia County,Residential Poured Foundation Contractor,35,1770896,50597
4023,Columbia County,Framing Contractors,3,75247,25082
4024,Columbia County,Residential Framing Contractors,3,75247,25082
4025,Columbia County,Building Equipment Contractors,242,10949965,45248
4026,Columbia County,Electrical Contractors,106,5211059,49161
4027,Columbia County,Residential Electrical Contractors,78,3755437,48147
4028,Columbia County,Nonresidential Electrical Contractors,28,1455622,51987
4029,Columbia County,Plumbing and HVAC Contractors,134,5676084,42359
4030,Columbia County,Residential Plumbing/HVAC Contractors,101,4046693,40066
4031,Columbia County,Nonresidential Plumbing/HVAC Contractors,33,1629391,49375
4032,Columbia County,Building Finishing Contractors,128,5074688,39646
4033,Columbia County,Drywall and Insulation Contractors,6,186191,31032
4034,Columbia County,Residential Drywall Contractors,6,186191,31032
4035,Columbia County,Painting and Wall Covering Contractors,30,835377,27846
4036,Columbia County,Residential Painting Contractors,30,835377,27846
4037,Columbia County,Flooring Contractors,9,404347,44927
4038,Columbia County,Residential Flooring Contractors,9,404347,44927
4039,Columbia County,Finish Carpentry Contractors,81,3528549,43562
4040,Columbia County,Residential Finish Carpentry Contractors,41,1536766,37482
4041,Columbia County,Other Specialty Trade Contractors,235,11054420,47040
4042,Columbia County,Site Preparation Contractors,189,8860210,46879
4043,Columbia County,Residential Site Preparation Contractors,79,3073267,38902
4044,Columbia County,Nonresidential Site Preparation Contrs,110,5786943,52609
4045,Columbia County,All Other Specialty Trade Contractors,46,2194210,47700
4046,Columbia County,All Other Residential Trade Contractors,24,688427,28684
4047,Columbia County,NAICS 31-33: Manufacturing,1491,75230711,50457
4048,Columbia County,Food Manufacturing,308,15058848,48892
4049,Columbia County,Dairy Product Manufacturing,83,4040291,48678
4050,Columbia County,Dairy Product (ex. Frozen) Manufacturing,83,4040291,48678
4051,Columbia County,Bakeries and Tortilla Manufacturing,52,1120127,21541
4052,Columbia County,Bread and Bakery Product Manufacturing,52,1120127,21541
4053,Columbia County,Beverage & Tobacco Product Manufacturing,110,2956537,26878
4054,Columbia County,Beverage Manufacturing,110,2956537,26878
4055,Columbia County,Breweries,68,1829722,26908
4056,Columbia County,Wood Product Manufacturing,92,4244635,46137
4057,Columbia County,Printing and Related Support Activities,17,1378497,81088
4058,Columbia County,Printing,17,1378497,81088
4059,Columbia County,Commercial Gravure Printing,17,1378497,81088
4060,Columbia County,Plastics & Rubber Products Manufacturing,251,13513408,53838
4061,Columbia County,Plastics Product Manufacturing,251,13513408,53838
4062,Columbia County,Nonmetallic Mineral Product Mfg,40,2363027,59076
4063,Columbia County,Cement & Concrete Product Manufacturing,40,2363027,59076
4064,Columbia County,Other Concrete Product Manufacturing,17,649131,38184
4065,Columbia County,Fabricated Metal Product Manufacturing,90,4668562,51873
4066,Columbia County,Architectural and Structural Metals,13,648185,49860
4067,Columbia County,Furniture and Related Product Mfg,159,10394780,65376
4068,Columbia County,Household and Institutional Furniture,12,539277,44940
4069,Columbia County,Wood Kitchen Cabinets and Countertops,10,471917,47192
4070,Columbia County,Office Furniture and Fixtures Mfg,147,9855503,67044
4071,Columbia County,Custom Architectural Woodwork & Millwork,147,9855503,67044
4072,Columbia County,Miscellaneous Manufacturing,32,1350863,42214
4073,Columbia County,Other Miscellaneous Manufacturing,20,678449,33922
4074,Columbia County,Wholesale Trade,787,43542357,55327
4075,Columbia County,"Merchant Wholesalers, Durable Goods",225,11998343,53326
4076,Columbia County,Motor Vehicle/Part Merchant Wholesalers,49,2697448,55050
4077,Columbia County,Furniture & Furnishings Merchant Whsle,65,2738040,42124
4078,Columbia County,Home Furnishing Merchant Wholesalers,65,2738040,42124
4079,Columbia County,Machinery & Supply Merchant Wholesalers,67,3769450,56260
4080,Columbia County,"Merchant Wholesalers, Nondurable Goods",555,31132801,56095
4081,Columbia County,Paper/Paper Product Merchant Wholesalers,4,109525,27381
4082,Columbia County,Druggists' Goods Merchant Wholesalers,25,1582542,63302
4083,Columbia County,Grocery Product Merchant Wholesalers,336,19105328,56861
4084,Columbia County,Electronic Markets and Agents/Brokers,7,411213,58745
4085,Columbia County,Wholesale Trade Agents and Brokers,7,411213,58745
4086,Columbia County,NAICS 44-45: Retail Trade,2661,81307631,30555
4087,Columbia County,Motor Vehicle and Parts Dealers,150,8468851,56459
4088,Columbia County,Automobile Dealers,97,6857704,70698
4089,Columbia County,New Car Dealers,93,6716838,72224
4090,Columbia County,Used Car Dealers,4,140866,35217
4091,Columbia County,Other Motor Vehicle Dealers,11,343272,31207
4092,Columbia County,"Motorcycle, Boat & Other Vehicle Dealers",11,343272,31207
4093,Columbia County,Motorcycle and other motor vehicle dealers,11,343272,31207
4094,Columbia County,"Auto Parts, Accessories, and Tire Stores",42,1267875,30188
4095,Columbia County,Automotive Parts and Accessories Stores,42,1267875,30188
4096,Columbia County,Furniture and Home Furnishings Stores,29,851222,29352
4097,Columbia County,Home Furnishings Stores,17,339645,19979
4098,Columbia County,Other Home Furnishings Stores,15,292973,19532
4099,Columbia County,All Other Home Furnishings Stores,15,292973,19532
4100,Columbia County,Electronics and Appliance Stores,29,1340882,46237
4101,Columbia County,Electronics and appliances stores,29,1340882,46237
4102,Columbia County,Household appliance stores,9,322613,35846
4103,Columbia County,Electronics stores,20,1018269,50913
4104,Columbia County,Building Material & Garden Supply Stores,429,17484484,40756
4105,Columbia County,Building Material and Supplies Dealers,368,15368157,41761
4106,Columbia County,Home Centers,275,11926287,43368
4107,Columbia County,Hardware Stores,47,1638170,34855
4108,Columbia County,Lawn & Garden Equipment/Supplies Stores,61,2116327,34694
4109,Columbia County,"Nursery, Garden & Farm Supply Stores",44,1192041,27092
4110,Columbia County,Food and Beverage Stores,719,17396460,24195
4111,Columbia County,Grocery Stores,640,15991218,24986
4112,Columbia County,Supermarkets and Other Grocery Stores,629,15806527,25130
4113,Columbia County,Convenience Stores,11,184691,16790
4114,Columbia County,Specialty Food Stores,25,487056,19482
4115,Columbia County,Other Specialty Food Stores,23,422087,18352
4116,Columbia County,All Other Specialty Food Stores,20,392275,19614
4117,Columbia County,"Beer, Wine, and Liquor Stores",55,918186,16694
4118,Columbia County,Health and Personal Care Stores,131,4692148,35818
4119,Columbia County,Pharmacies and Drug Stores,95,3856916,40599
4120,Columbia County,Other Health and Personal Care Stores,17,341127,20066
4121,Columbia County,Gasoline Stations,279,6399253,22936
4122,Columbia County,Gasoline Stations w/ Convenience Stores,251,5778560,23022
4123,Columbia County,Clothing and Clothing Accessories Stores,76,1412059,18580
4124,Columbia County,Clothing Stores,50,933758,18675
4125,Columbia County,Women's Clothing Stores,12,337112,28093
4126,Columbia County,Family Clothing Stores,28,418269,14938
4127,Columbia County,Shoe Stores,15,275017,18334
4128,Columbia County,"Jewelry, Luggage & Leather Goods Stores",10,203284,20328
4129,Columbia County,Jewelry Stores,10,203284,20328
4130,Columbia County,Sporting Goods/Hobby/Book/Music Stores,49,819088,16716
4131,Columbia County,Sporting Goods/Musical Instrument Stores,36,665817,18495
4132,Columbia County,Sporting Goods Stores,16,358442,22403
4133,Columbia County,General Merchandise Stores,445,9529977,21416
4134,Columbia County,General Merchandise Stores,323,7781120,24090
4135,Columbia County,All Other General Merchandise Stores,73,1460156,20002
4136,Columbia County,Miscellaneous Store Retailers,150,3762767,25085
4137,Columbia County,Florists,20,240236,12012
4138,Columbia County,"Office Supply, Stationery & Gift Stores",33,490080,14851
4139,Columbia County,"Gift, Novelty, and Souvenir Stores",18,206867,11493
4140,Columbia County,Used Merchandise Stores,20,356937,17847
4141,Columbia County,Other Miscellaneous Store Retailers,77,2675514,34747
4142,Columbia County,Art Dealers,19,1031621,54296
4143,Columbia County,All Other Miscellaneous Store Retailers,48,1174424,24467
4144,Columbia County,Tobacco Stores,12,231564,19297
4145,Columbia County,Store Retailers Not Specified Elsewhere,36,942860,26191
4146,Columbia County,Nonstore Retailers,175,9150440,52288
4147,Columbia County,Electronic Shopping & Mail-Order Houses,31,1261941,40708
4148,Columbia County,Electronic Shopping and Mail-Order Houses,31,1261941,40708
4149,Columbia County,Direct Selling Establishments,144,7888499,54781
4150,Columbia County,Fuel Dealers,138,7584238,54958
4151,Columbia County,Fuel dealers,138,7584238,54958
4152,Columbia County,NAICS 48-49: Transportation and Warehousing,571,19545055,34230
4153,Columbia County,Truck Transportation,179,8223362,45941
4154,Columbia County,General Freight Trucking,153,7263686,47475
4155,Columbia County,Specialized Freight Trucking,26,959676,36911
4156,Columbia County,"Other Specialized Trucking, Local",13,356783,27445
4157,Columbia County,Transit and Ground Passenger Transport,247,5228753,21169
4158,Columbia County,Taxi and Limousine Service,67,1652602,24666
4159,Columbia County,Taxi Service,66,1648981,24985
4160,Columbia County,School and Employee Bus Transportation,141,2589270,18364
4161,Columbia County,General Warehousing and Storage,5,211885,42377
4162,Columbia County,Information,203,11329890,55812
4163,Columbia County,Publishing Industries,61,3270379,53613
4164,Columbia County,"Newspaper, Book, & Directory Publishers",58,3202425,55214
4165,Columbia County,Periodical Publishers,9,248061,27562
4166,Columbia County,Book Publishers,27,2021136,74857
4167,Columbia County,Motion Picture & Sound Recording Ind,17,1952978,114881
4168,Columbia County,Motion Picture and Video Industries,17,1940327,114137
4169,Columbia County,Motion Picture and Video Production,7,1711382,244483
4170,Columbia County,Telecommunications,61,4348924,71294
4171,Columbia County,Telecommunications Resellers,61,4348924,71294
4172,Columbia County,Wired Telecommunications Carriers,61,4348924,71294
4173,Columbia County,Other Information Services,62,1649009,26597
4174,Columbia County,Libraries and Archives,54,780380,14451
4175,Columbia County,Internet publishing and web search portals,7,859929,122847
4176,Columbia County,Finance and Insurance,317,17623376,55594
4177,Columbia County,Credit Intermediation & Related Activity,216,11533751,53397
4178,Columbia County,Depository Credit Intermediation,183,9180386,50166
4179,Columbia County,Commercial Banking,136,7399487,54408
4180,Columbia County,Savings Institutions,35,1201373,34325
4181,Columbia County,Financial Investment & Related Activity,3,414066,138022
4182,Columbia County,Security & Commodity Investment Activity,2,176724,88362
4183,Columbia County,Securities Brokerage,2,176724,88362
4184,Columbia County,Insurance Carriers & Related Activities,98,5675559,57914
